'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'16,'Text 165 - Part of List 17,"'2 $ /processing_public_tests.exe",'285,'98.14453125
'16,'Text 166,"'Submit processing.cpp to the Autograder using the link in the Submission and Grading section.",'286,'95.55664063
'16,'Section header 19,"'Setup",'287,'89.55078125
'16,'Text 167,"'Rename this file (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI):",'288,'94.14062500
'16,'Text 168,"'processing.cpp.starter -> processing.cpp",'289,'93.65234375
'16,'Text 169,"'The Processing tests should compile and run. Expect them to fail at this point because the processing. cpp starter code contains function stubs.",'290,'94.67773438
'16,'List 18,"",'291,'89.50195313
'16,'Text 170 - Part of List 18,"'1 $ make processing_public_tests.ex",'292,'96.87500000
'16,'Text 171 - Part of List 18,"'2 $ ./processing_public_tests.exe .",'293,'95.31250000
'16,'Text 172,"'Configure your IDE to debug public tests.",'294,'76.75781250
'16,'Footer 17,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'295,'87.74414063
'16,'Page number 19,"'16/28",'296,'64.16015625
'17,'Header 31,"'9/25/24, 1:46 PM",'297,'86.76757813
'17,'Header 32,"'p2-cv",'298,'61.03515625
'17,'Table 12,"",'299,'97.36328125
'17,'Section header 20,"'Energy Matrix",'300,'84.32617188
'17,'Text 173,"'compute_energy_matrix : The seam carving algorithm works by removing seams that pass through the least important pixels in an image. We use a pixel's energy as a measure of its importance.",'301,'91.94335938
'17,'Text 174,"'To compute a pixel's energy, we look at its neighbors. We'll call them N (north), S (south), E (east), and W (west) based on their direction from the pixel in question (we'll call it X).",'302,'90.72265625
'17,'Text 175,"'The energy of X is the sum of the squared differences between its N/S and E/W neighbors:",'303,'91.60156250
'17,'Text 176,"'energy(X) = squared_difference(N, S) + squared_difference(W E)",'304,'71.28906250
'17,'Text 177,"'The static function squared_difference is provided as part of the starter code. Do not change the implementation of the squared_difference function.",'305,'95.41015625
'17,'Text 178,"'To construct the energy Matrix for the whole image, your function should do the following:",'306,'92.72460938
'17,'List 19,"",'307,'90.28320313
'17,'Text 179 - Part of List 19,"'1. Initialize the energy Matrix with the same size as the Image and fill it with zeros.",'308,'97.80273438
'17,'Text 180 - Part of List 19,"'2. Compute the energy for each non-border pixel, using the formula above.",'309,'97.07031250
'17,'Text 181 - Part of List 19,"'3. Find the maximum energy so far, and use it to fill in the border pixels.",'310,'97.11914063
'17,'Section header 21,"'Cost Matrix",'311,'37.67089844
'17,'Footer 18,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'312,'83.05664063
'17,'Page number 20,"'17/28",'313,'46.09375000
'18,'Header 33,"'9/25/24, 1:46 PM",'314,'92.38281250
'18,'Header 34,"'p2-cv",'315,'37.30468750
'18,'Text 182,"'compute_vertical_cost_matrix : Once the energy matrix has been computed, the next step is to find the path from top to bottom (i.e. a vertical seam) that passes through the pixels with the lowest total energy (this is the seam that we would like to remove).",'316,'95.94726563
'18,'Text 183,"'We will begin by answering a related question - given a particular pixel, what is the minimum energy we must move through to get to that pixel via any possible path? We will refer to this as the cost of that pixel. Our goal for this stage of the algorithm will be to compute a matrix whose entries correspond to the cost of each pixel in the image.",'317,'95.89843750
'18,'Text 184,"'Now, to get to any pixel we have to come from one of the three pixels above it.",'318,'86.18164063
'18,'Figure 9,"",'319,'81.29882813
'18,'Figure 10,"",'320,'57.56835938
'18,'Text 185,"'We would want to choose the least costly from those pixels, which means the minimum cost to get to a pixel is its own energy plus the minimum cost for any pixel above it. This is a recurrence relation. For a pixel with row r and column C the cost is:",'321,'87.79296875
'18,'Key value 2,"",'322,'37.57324219
'18,'Text 186,"'Use the Matrix_min_value_in_row function to help with this equation. Of course, you need to be careful not to consider coming from pixels outside the bounds of the Matrix",'323,'90.72265625
'18,'Text 187,"'We could compute costs recursively, with pixels in the first row as our base case, but this would involve a lot of repeated work since our subproblems will end up overlapping. Instead, let's take the opposite approach",'324,'95.55664063
'18,'List 20,"",'325,'86.91406250
'18,'Text 188 - Part of List 20,"'1. Initialize the cost Matrix with the same size as the energy Matrix",'326,'96.24023438
'18,'Text 189 - Part of List 20,"'2. Fill in costs for the first row (index 0). The cost for these pixels is just the energy.",'327,'94.04296875
'18,'Text 190 - Part of List 20,"'3. Loop through the rest of the pixels in the Matrix row by row, starting with the second row (index 1). Use the recurrence above to compute each cost. Because a pixel's cost only depends on other costs in an earlier row, they will have already been computed and can just be looked up in the Matrix",'328,'95.75195313
'18,'Footer 19,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'329,'90.28320313
'18,'Page number 21,"'18/28",'330,'54.39453125
'19,'Header 35,"'9/25/24, 1:46 PM",'331,'86.66992188
'19,'Header 36,"'p2-cv",'332,'48.63281250
'19,'Title 3,"'Minimal Vertical Seam",'333,'85.88867188
'19,'Text 191,"'find_minimal_vertical_seam : The pixels in the bottom row of the image correspond to the possible endpoints for any seam, so we start with the one of those that is lowest in the cost matrix.",'334,'96.97265625
'19,'Figure 11,"",'335,'89.45312500
'19,'Text 192,"'First, find the minimum cost pixel in the bottom row.",'336,'48.14453125
'19,'Text 193,"'Now, we work our way up, considering where we would have come from in the row above. In the pictures below, the blue box represents the ""pixels above"" in each step.",'337,'93.94531250
'19,'Figure 12,"",'338,'86.47460938
'19,'Figure 13,"",'339,'63.42773438
'19,'Text 194,"'0",'340,'50.09765625
'19,'Text 195,"'2",'341,'63.23242188
'19,'Text 196,"'1",'342,'48.63281250
'19,'Text 197,"'3",'343,'61.76757813
'19,'Text 198,"'Don't look outside the bounds!",'344,'52.92968750
'19,'Footer 20,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'345,'97.41210938
'19,'Text 199,"'4",'346,'51.46484375
'19,'Page number 22,"'19/28",'347,'91.45507813
'20,'Header 37,"'9/25/24, 1:46 PM",'348,'47.07031250
'20,'Text 200,"'p2-cv",'349,'99.90193939
'20,'Figure 14,"",'350,'34.59472656
'20,'Text 201,"'You will find the Matrix_column_of_min_value_in_rov function useful here. Each time you process a row, put the column number of the best pixel in the seam vector, working your way from the back to front. (i.e. The last element corresponds to the bottom row.)",'351,'91.84570313
'20,'Section header 22,"'Removing a Vertical Seam",'352,'71.87500000
'20,'Text 202,"'remove_vertical_seam : The seam vector passed into this function contains the column numbers of the pixels that should be removed in each row, in order from the top to bottom rows. To remove the seam, copy the image one row at a time, first copying the part of the row before the seam (green), skipping that pixel, and then copying the rest (orange).",'353,'92.48046875
'20,'Figure 15,"",'354,'74.16992188
'20,'Text 203,"'You should copy into a smaller auxiliary Image and then back into the original, because there is no way to change the width of an existing image. Do not attempt to use Image_init to ""resize"" the original - it doesn't preserve existing data in an Image .",'355,'89.11132813
'20,'Footer 21,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'356,'89.40429688
'20,'Page number 23,"'20/28",'357,'70.55664063
'21,'Header 38,"'9/25/24, 1:46 PM",'358,'92.77343750
'21,'Header 39,"'p2-cv",'359,'43.67675781
'21,'Title 4,"'Seam Carving Algorithm",'360,'42.82226563
'21,'Text 204,"'We can apply seam carving to the width of an image, the height, or both.",'361,'93.94531250
'21,'Section header 23,"'seam_carve_width",'362,'80.66406250
'21,'Text 205,"'To apply seam carving to the width, remove the minimal cost seam until the image has reached the appropriate width.",'363,'95.01953125
'21,'List 21,"",'364,'95.75195313
'21,'Text 206 - Part of List 21,"'1. Compute the energy matrix",'365,'97.16796875
'21,'Text 207 - Part of List 21,"'2. Compute the cost matrix",'366,'96.19140625
'21,'Text 208 - Part of List 21,"'3. Find the minimal cost seam",'367,'96.53320313
'21,'Text 209 - Part of List 21,"'4. Remove the minimal cost seam",'368,'97.36328125
'21,'Section header 24,"'seam_carve_height",'369,'90.62500000
'21,'Text 210,"'To apply seam carving to the height, just do the following:",'370,'93.01757813
'21,'List 22,"",'371,'92.72460938
'21,'Text 211 - Part of List 22,"'1. Rotate the image left by 90 degrees",'372,'97.26562500
'21,'Text 212 - Part of List 22,"'2. Apply seam_carve_width",'373,'95.60546875
'21,'Text 213 - Part of List 22,"'3. Rotate the image right by 90 degrees",'374,'97.60742188
'21,'Section header 25,"'seam_carve",'375,'89.40429688
'21,'Text 214,"'To adjust both dimensions:",'376,'92.62695313
'21,'List 23,"",'377,'86.52343750
'21,'Text 215 - Part of List 23,"'1. Apply seam_carve_width",'378,'97.11914063
'21,'Text 216 - Part of List 23,"'2. Apply seam_carve_height",'379,'97.16796875
'21,'Section header 26,"'Testing",'380,'92.77343750
'21,'Text 217,"'We have provided the processing_public_tests.cpp file that contains a test suite for the seam carving algorithm that runs each of the functions in the processing module and compares the output to the "" _correct "" files included with the project.",'381,'95.80078125
'21,'Text 218,"'You should write your own tests for the processing module, but you do not need to turn them in. You may do this either by creating a copy of processing_public_tests.cpp and building onto it, or writing more tests from scratch. Pay attention to edge cases.",'382,'93.06640625
'21,'Text 219,"'Use the Makefile to compile the test with this command:",'383,'87.74414063
'21,'Text 220,"'$ make processing_public_tests.exe",'384,'41.87011719
'21,'Footer 22,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'385,'89.45312500
'21,'Page number 24,"'21/28",'386,'60.40039063
'22,'Header 40,"'9/25/24, 1:46 PM",'387,'41.87011719
'22,'Header 41,"'p2-cv",'388,'41.40625000
'22,'Text 221,"'Then you can run the tests for the dog , crabster , and horses images as follows:",'389,'81.54296875
'22,'Text 222,"'$ /processing_public_tests.exe",'390,'56.59179688
'22,'Text 223,"'You can also run the tests on just a single image:",'391,'89.50195313
'22,'List 24,"",'392,'84.96093750
'22,'Text 224 - Part of List 24,"'1 $ /processing_public_tests.ex test1_dog",'393,'96.09375000
'22,'Text 225 - Part of List 24,"'2 $ ./processing_public_tests.exe test2_crabster",'394,'95.89843750
'22,'Text 226 - Part of List 24,"'3 $ /processing_public_tests.exe test3_horses",'395,'95.45898438
'22,'Text 227,"'When the test program runs, it will also write out image files containing the results from your functions before asserting that they are correct. You may find it useful to look at the results from your own code and visually compare them to the provided correct outputs when debugging the algorithm.",'396,'94.58007813
'22,'Text 228,"'The seam carving tests work sequentially and stop at the first deviation from correct behavior so that you can identify the point at which your code is incorrect.",'397,'90.47851563
'22,'Section header 27,"'Resize Program",'398,'83.05664063
'22,'Text 229,"'The main resize program supports content-aware resizing of images via a command line interface.",'399,'93.35937500
'22,'Text 230,"'Create a resize. cpp file and write your implementations of the driver program there.",'400,'72.85156250
'22,'Text 231,"'Compile and run the program. The interface section explains each command line argument.",'401,'91.35742188
'22,'Text 232,"'$ make resize.exe $ ./resize.exe horses.ppm horses_400x250. ppm 400 250",'402,'58.88671875
'22,'Section header 28,"'Setup",'403,'78.71093750
'22,'Text 233,"'If you created a main.cpp while following the setup tutorial, rename it to resize.cpp . Otherwise, create a new file resize.cpp (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI).",'404,'93.26171875
'22,'Text 234,"'Add ""hello world"" code if you haven't already.",'405,'77.39257813
'22,'Text 235,"'1 #include <iostream> 2 using namespace std;",'406,'41.57714844
'22,'Text 236,"'int main( ( ) {",'407,'41.21093750
'22,'Text 237,"'3",'408,'54.78515625
'22,'Text 238,"'4",'409,'55.07812500
'22,'Text 239,"'cout << ""Hello World!\n"";",'410,'61.32812500
'22,'Text 240,"'5",'411,'68.50585938
'22,'Text 241,"'6 }",'412,'53.22462845
'22,'Text 242,"'The resize program should compile and run.",'413,'81.88476563
'22,'Text 243,"'1 $ make resize.exe",'414,'86.71875000
'22,'Footer 23,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'415,'64.16015625
'22,'Page number 25,"'22/28",'416,'57.27539063
'23,'Header 42,"'9/25/24, 1:46 PM",'417,'93.70117188
'23,'Page number 26,"'p2-cv",'418,'45.99609375
'23,'Header 43,"'2 $ ./resize.exe",'419,'45.89843750
'23,'Header 44,"'3 Hello World!",'420,'48.63281250
'23,'Text 244,"'Configure your IDE to debug the resize program.",'421,'85.20507813
'23,'Table 13,"",'422,'94.77539063
'23,'Text 245,"'Configure command line arguments (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio). We recommend starting with the smallest input, dog.ppm dog_4x5.out.ppm 45.",'423,'94.38476563
'23,'Text 246,"'To compile, run, and test the smallest input at the command line:",'424,'93.94531250
'23,'List 25,"",'425,'95.60546875
'23,'Text 247 - Part of List 25,"'1 $ make resize.exe",'426,'96.87500000
'23,'Text 248 - Part of List 25,"'2 $ ./resize.exe dog. ppm dog_4x5.out.ppm 45",'427,'97.99804688
'23,'Text 249 - Part of List 25,"'3 $ diff dog_4x5.out.ppm dog_4x5.correct.ppm",'428,'98.29101563
'23,'Section header 29,"'Interface",'429,'87.64648438
'23,'Text 250,"'To resize the file horses.ppm to be 400x250 pixels and store the result in the file horses_400x250. ppm , we would use the following command:",'430,'95.89843750
'23,'Text 251,"'./resize.exe horses.ppm horses_400x250.ppm 400 250",'431,'86.81640625
'23,'Text 252,"'In particular, here's what each of those means:",'432,'89.30664063
'23,'Table 14,"",'433,'75.83007813
'23,'Footer 24,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htr",'434,'87.45117188
'23,'Page number 27,"'23/28",'435,'41.87011719
'24,'Header 45,"'9/25/24, 1:46 PM",'436,'41.96777344
'24,'Header 46,"'p2-cv",'437,'38.50097656
'24,'Table 15,"",'438,'95.50781250
'24,'Text 253,"'The program is invoked with three or four arguments. If no height argument is supplied, the original height is kept (i.e. only the width is resized). If your program takes about 30 seconds for large images, that's ok. There's a lot of computation involved.",'439,'91.60156250
'24,'Section header 30,"'Error Checking",'440,'80.07812500
'24,'Text 254,"'The program checks that the command line arguments obey the following rules:",'441,'91.06445313
'24,'List 26,"",'442,'96.48437500
'24,'Text 255 - Part of List 26,"'There are 4 or 5 arguments, including the executable name itself (i.e. argv[0] ).",'443,'97.26562500
'24,'Text 256 - Part of List 26,"'The desired width is greater than 0 and less than or equal to the original width of the input image.",'444,'97.41210938
'24,'Text 257 - Part of List 26,"'The desired height is greater than 0 and less than or equal to the original height of the input image.",'445,'96.63085938
'24,'Text 258,"'If any of these are violated, use the following lines of code (literally) to print an error message.",'446,'92.52929688
'24,'List 27,"",'447,'83.64257813
'24,'Text 259 - Part of List 27,"'1 cout << ""Usage: resize. exe IN_FILENAME OUT_FILENAME WIDTH [HEIGHT]\n""",'448,'93.21289063
'24,'Text 260 - Part of List 27,"'2 << ""WIDTH and HEIGHT must be less than or equal to original"" << endl;",'449,'62.25585938
'24,'Text 261,"'Your program should then exit with a non-zero return value from main . Do not use the exit function in the standard library, as it does not clean up local objects.",'450,'91.79687500
'24,'Text 262,"'If the input or output files cannot be opened, use the following lines of code (literally, except change the variable filename to whatever variable you have containing the name of the problematic file) to print an error message, and then return a non-zero value from main .",'451,'94.62890625
'24,'Text 263,"'cout << ""Error opening file: "" << filename << endl;",'452,'55.66406250
'24,'Figure 16,"",'453,'29.85839844
'24,'Text 264,"'i You do not need to do any error checking for command line arguments or file I/O other than what is described in this section. However, you must use precisely the error messages given here in order to receive credit.",'454,'90.13671875
'24,'Section header 31,"'Implementation",'455,'45.60546875
'24,'Footer 25,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'456,'83.93554688
'24,'Page number 28,"'24/28",'457,'51.75781250
'25,'Header 47,"'9/25/24, 1:46 PM",'458,'89.50195313
'25,'Header 48,"'p2-cv",'459,'70.06835938
'25,'Text 265,"'Your main function should not contain much code. It should just process the command line arguments, check for errors, and then call the appropriate functions from the other modules to perform the desired task.",'460,'63.33007813
'25,'Section header 32,"'Optional: Reading and Writing JPEG Files",'461,'40.35644531
'25,'Text 266,"'Your program must handle input and output files in the PPM format, but you may optionally also implement support for files in the JPEG format. To do so, follow these steps:",'462,'93.84765625
'25,'List 28,"",'463,'72.16796875
'25,'Text 267 - Part of List 28,"'1. Install the libjpeg or libjpeg-turbo library. On MacOS, you can run the following:",'464,'96.28906250
'25,'Text 268 - Part of List 28,"'$ brew install jpeg-turbo",'465,'96.53320313
'25,'Text 269 - Part of List 28,"'On WSL or Linux, run the following:",'466,'96.58203125
'25,'Text 270 - Part of List 28,"'$ sudo apt install libjpeg-turbo8-dev",'467,'96.87500000
'25,'Text 271 - Part of List 28,"'2. Edit the Makefile and set USE_LIBJPEG to true :",'468,'95.94726563
'25,'Text 272 - Part of List 28,"'USE_LIBJPEG ?= true",'469,'94.48242188
'25,'Text 273 - Part of List 28,"'On MacOS, you will also need to set LIBJPEG_PATH Run the following in the terminal:",'470,'95.89843750
'25,'Text 274 - Part of List 28,"'$ brew info jpeg-turbo",'471,'94.97070313
'25,'Text 275 - Part of List 28,"'You should see output like the following:",'472,'93.55468750
'25,'Text 276 - Part of List 28,"'jpeg-turbo: stable 3.0.2 (bottled), HEAD JPEG image codec that aids compression and decompression htps://www.libjpeg-turbo.org/ /opt/homebrew/Cellar/jpeg-turbo/3.0.2 (44 files, 3.4MB) *",'473,'88.96484375
'25,'Text 277 - Part of List 28,"'Set LIBJPEG_PATH to the path you see in the output, e.g.",'474,'93.70117188
'25,'Text 278 - Part of List 28,"'LIBJPEG_PATH ?= /opt/homebrew/Cellar/jpeg-turbo/3.0.2",'475,'88.42773438
'25,'Text 279 - Part of List 28,"'3. In resize.cpp , add the following #include . Do not add it in any other files.",'476,'94.53125000
'25,'Text 280 - Part of List 28,"'#include ""jpeg.hpp'",'477,'58.98437500
'25,'Text 281 - Part of List 28,"'You can then make use of the following functions defined in jpeg.hpp :",'478,'87.25585938
'25,'Text 282 - Part of List 28,"'has_jpeg_extension() determines whether a file name ends with jpg or jpeg , ignoring capitalization - use this to determine whether the files specified at the command line are JPEG files",'479,'92.57812500
'25,'Footer 26,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'480,'88.81835938
'25,'Page number 29,"'25/28",'481,'63.08593750
'26,'Header 49,"'9/25/24, 1:46 PM",'482,'84.81445313
'26,'Header 50,"'p2-cv",'483,'52.73437500
'26,'List 29,"",'484,'29.73632813
'26,'Text 283 - Part of List 29,"'read_jpeg() reads a JPEG image from a file into an Image object",'485,'94.92187500
'26,'Text 284 - Part of List 29,"'write_jpeg() writes an image from an Image object into a JPEG file",'486,'97.41210938
'26,'Text 285 - Part of List 29,"'See the full documentation of each function in jpeg. hpp .",'487,'95.01953125
'26,'Text 286 - Part of List 29,"'4. Once you are sure that your program is working, you may wish to compile with optimization enabled to make it run significantly faster:",'488,'96.24023438
'26,'Text 287 - Part of List 29,"'1 $ make clean",'489,'96.97265625
'26,'Text 288 - Part of List 29,"'2 $ make resize.exe CXXFLAGS="" - - std=c++17 -03""",'490,'97.21679688
'26,'Text 289,"'Even with optimizations enabled, seam carving is quite expensive. We recommend using input images that are no larger than 1000x1000 pixels.",'491,'92.52929688
'26,'Section header 33,"'Submission and Grading",'492,'83.00781250
'26,'Text 290,"'Submit to the autograder using this direct autograder link: https://autograder.io/web/project/2669.",'493,'95.01953125
'26,'List 30,"",'494,'88.08593750
'26,'Text 291 - Part of List 30,"'Matrix.cpp",'495,'96.58203125
'26,'Text 292 - Part of List 30,"'Matrix_tests.cpp",'496,'96.24023438
'26,'Text 293 - Part of List 30,"'Image.cpp",'497,'96.19140625
'26,'Text 294 - Part of List 30,"'Image_tests.cpp",'498,'96.67968750
'26,'Text 295 - Part of List 30,"'processing.cpp",'499,'95.89843750
'26,'Text 296 - Part of List 30,"'resize.cpp",'500,'95.36132813
'26,'Text 297,"'This project will be autograded for correctness, comprehensiveness of your test cases, and programming style. See the style checking tutorial for the criteria and how to check your style automatically on CAEN.",'501,'94.72656250
'26,'Section header 34,"'Testing",'502,'82.51953125
'26,'Text 298,"'Run all the unit tests and system tests. This includes the public tests we provided and the unit tests that you wrote.",'503,'92.91992188
'26,'Text 299,"'$ make test",'504,'81.39648438
'26,'Figure 17,"",'505,'55.81054688
'26,'List 31,"",'506,'33.64257813
'26,'Text 300 - Part of List 31,"'Pro-tip: Run commands in parallel with make -j .",'507,'85.49804688
'26,'Text 301 - Part of List 31,"'$ make - j4 test",'508,'81.29882813
'26,'Footer 27,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'509,'89.35546875
'26,'Page number 30,"'26/28",'510,'67.23632813
'27,'Header 51,"'9/25/24, 1:46 PM",'511,'93.16406250
'27,'Page number 31,"'p2-cv",'512,'67.38281250
'27,'Section header 35,"'Unit Test Grading",'513,'62.15820313
'27,'Text 302,"'We will autograde your Matrix and Image unit tests.",'514,'95.80078125
'27,'Text 303,"'Your unit tests must use the unit test framework.",'515,'89.94140625
'27,'Text 304,"'A test suite must complete less than 5 seconds and contain 50 or fewer TEST ( ) items. One test suite is one _test cpp file.",'516,'88.72070313
'27,'Text 305,"'To grade your unit tests, we use a set of intentionally buggy instructor solutions. You get points for catching the bugs.",'517,'87.64648438
'27,'List 32,"",'518,'81.83593750
'27,'Text 306 - Part of List 32,"'1. We compile and run your unit tests with a correct solution.",'519,'91.60156250
'27,'Text 307 - Part of List 32,"'Tests that pass are valid.",'520,'92.48046875
'27,'Text 308 - Part of List 32,"'Tests that fail are invalid, they falsely report a bug.",'521,'96.53320313
'27,'Text 309 - Part of List 32,"'2. We compile and run all of your valid tests against each buggy solution.",'522,'93.79882813
'27,'Text 310 - Part of List 32,"'If any of your tests fail, you caught the bug.",'523,'95.26367188
'27,'Text 311 - Part of List 32,"'You earn points for each bug that you catch.",'524,'96.58203125
'27,'Section header 36,"'Requirements and Restrictions",'525,'88.37890625
'27,'Text 312,"'It is our goal for you to gain practice with good C-style object-based programming and proper use of pointers and structs. Here are some (mandatory) guidelines.",'526,'95.94726563
'27,'Table 16,"",'527,'93.01757813
'27,'Footer 28,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'528,'91.30859375
'27,'Page number 32,"'27/28",'529,'61.42578125
'28,'Header 52,"'9/25/24, 1:46 PM",'530,'54.29687500
'28,'Header 53,"'p2-cv",'531,'52.92968750
'28,'Table 17,"",'532,'67.48046875
'28,'Section header 37,"'Diagnosing Slow Code",'533,'69.53125000
'28,'Text 313,"'If your code runs too slowly (especially on larger images like the ""horses"" example), a tool called perf can analyze which parts of your code take the most time. See the Perf Tutorial for details.",'534,'87.89062500
'28,'Section header 38,"'Undefined Behavior",'535,'79.49218750
'28,'Text 314,"'If your code produces different results on different machine (e.g. your computer VS. the autograder), the likely source is undefined behavior. Refer to the Sanitizers Tutorial for how to use the Address Sanitizer (ASAN) to check for undefined behavior.",'536,'93.99414063
'28,'Section header 39,"'Reach Goals",'537,'76.61132813
'28,'Text 315,"'Optionally check out the project reach goals. Reach goals are entirely optional.",'538,'90.57617188
'28,'Section header 40,"'Acknowledgments",'539,'80.41992188
'28,'Text 316,"'This project was written by James Juett, Winter 2016 at the University of Michigan. It was inspired by Josh Hug's ""Nifty Assignment"" at SIGCSE 2015.",'540,'90.42968750
'28,'Footer 29,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'541,'92.96875000
'28,'Page number 33,"'28/28",'542,'47.75390625
