'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'15,'Text 164,"'The Piazza datasets are Comma Separated Value (CSV) files. The label for each post is found in the ""tag"" column, and the content in the ""content"" column. There may be other columns in the CSV file; your code should ignore all but the ""tag"" and ""content"" columns. You may assume all Piazza files are formatted correctly, and that post content and labels only contain lowercase characters, numbers, and no punctuation. You must use the csvstream. hpp library (see https://github.com/awdeorio/csvstream for documentation) to read CSV files in your application. The csvstream. hpp file itself is included with the starter code.",'288,'97.41210938
'15,'Text 165,"'Your classifier should not hardcode any labels. Instead, it should use the exact set of labels that appear in the training data.",'289,'79.10156250
'15,'Figure 15,"",'290,'73.09570313
'15,'List 18,"",'291,'69.43359375
'15,'Text 166 - Part of List 18,"'Pro-tip: Here's how to split a string into words. You may use this code as given.",'292,'97.21679688
'15,'Text 167 - Part of List 18,"'1 // EFFECTS: Return a set of unique whitespace delimited words",'293,'98.14453125
'15,'Text 168 - Part of List 18,"'2 set<string> unique_words(const string &str) {",'294,'97.07031250
'15,'Text 169 - Part of List 18,"'3 istringstream source(str)",'295,'96.97265625
'15,'Text 170 - Part of List 18,"'4 set<string> words;",'296,'96.43554688
'15,'Text 171 - Part of List 18,"'5 string word;",'297,'96.28906250
'15,'Text 172 - Part of List 18,"'6 while (source >> word) {",'298,'94.77539063
'15,'Text 173 - Part of List 18,"'7 words. .insert(word)",'299,'83.59375000
'15,'Text 174 - Part of List 18,"'8 }",'300,'72.16796875
'15,'Text 175 - Part of List 18,"'9 return words; 10 }",'301,'37.74414063
'15,'Text 176,"'We have included several Piazza datasets with the project:",'302,'88.37890625
'15,'List 19,"",'303,'88.86718750
'15,'Text 177 - Part of List 19,"'train_small.csv - Made up training data intended for small-scale testing.",'304,'97.36328125
'15,'Text 178 - Part of List 19,"'test_small.csv - Made up test data intended for small-scale testing.",'305,'95.65429688
'15,'Text 179 - Part of List 19,"'w16_projects_exam.csv - (Train) Real posts from W16 labeled by topic.",'306,'94.43359375
'15,'Text 180 - Part of List 19,"'sp16_projects_exam.csv - (Test) Real posts from Sp16 labeled by topic.",'307,'94.14062500
'15,'Text 181 - Part of List 19,"'w14-f15_instructor_student.csv - (Train) Real posts from four terms labeled by author.",'308,'94.18945313
'15,'Text 182 - Part of List 19,"'w16_instructor_student.csv - (Test) Real posts from W16 Piazza labeled by author.",'309,'89.89257813
'15,'Footer 15,"'For the real datasets, we have indicated which are intended for training VS. testing.",'310,'40.45410156
'15,'Footer 16,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.html",'311,'75.48828125
'15,'Page number 15,"'15/25",'312,'45.50781250
'16,'Header 34,"'8/23/24, 10:34 AM",'313,'84.03320313
'16,'Header 35,"'p5-ml",'314,'43.21289063
'16,'Section header 20,"'Bag of Words Model",'315,'56.29882813
'16,'Text 183,"'We will treat a Piazza post as a ""bag of words"" - each post is simply characterized by which words it includes. The ordering of words is ignored, as are multiple occurrences of the same word. These two posts would be considered equivalent:",'316,'98.04687500
'16,'List 20,"",'317,'94.62890625
'16,'Text 184 - Part of List 20,"'""the left bower took the trick""",'318,'97.21679688
'16,'Text 185 - Part of List 20,"'""took took trick the left bower bower""",'319,'97.26562500
'16,'Text 186,"'Thus, we could imagine the post-generation process as a person sitting down and going through every possible word and deciding which to toss into a bag.",'320,'95.31250000
'16,'Section header 21,"'Conditional Probability",'321,'93.55468750
'16,'Text 187,"'We write P(A) to denote the probability (a number between 0 and 1) that some event A will occur. P(A B) denotes the probability that event A will occur given that we already know event B has occurred. For example, P(bower | euchre) 22 0.007. This means that if a Piazza post is about the euchre project, there is a 0.7% chance it will contain the word bower (we should say ""at least once"", technically, because of the bag of words model).",'322,'95.16601563
'16,'Section header 22,"'Training",'323,'89.69726563
'16,'Text 188,"'Before the classifier can make predictions, it needs to be trained on a set of previously labeled Piazza posts (e.g. train_small.csv or w16_projects_exam.csv Your application should process each post in the training set, and record the following information:",'324,'95.31250000
'16,'List 21,"",'325,'92.43164063
'16,'Text 189 - Part of List 21,"'The total number of posts in the entire training set.",'326,'97.07031250
'16,'Text 190 - Part of List 21,"'The number of unique words in the entire training set. (The vocabulary size.)",'327,'97.21679688
'16,'Text 191 - Part of List 21,"'For each word W, the number of posts in the entire training set that contain W.",'328,'97.16796875
'16,'Text 192 - Part of List 21,"'For each label C, the number of posts with that label.",'329,'96.67968750
'16,'Text 193 - Part of List 21,"'For each label C and word W, the number of posts with label C that contain W.",'330,'97.02148438
'16,'Section header 23,"'Prediction",'331,'89.16015625
'16,'Text 194,"'How do we predict a label for a new post?",'332,'77.97851563
'16,'Text 195,"'Given a new Piazza post X, we must determine the most probable label C, based on what the classifier has learned from the training set. A measure of the likelihood of C is the log-probability score given the post:",'333,'90.13671875
'16,'Footer 17,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'334,'77.58789063
'16,'Footer 18,"'16/25",'335,'66.65039063
'17,'Header 36,"'8/23/24, 10:34 AM",'336,'88.13476563
'17,'Key value 1,"",'337,'40.64941406
'17,'Text 196,"'Important: Because we're using the bag-of-words model, the words W1, W2, , Wn in this formula are only the unique words in the post, not including duplicates! To ensure consistent results, make sure to add the contributions from each word in alphabetic order.",'338,'84.13085938
'17,'Text 197,"'The classifier should predict whichever label has the highest log-probability score for the post. If multiple labels are tied, predict whichever comes first alphabetically.",'339,'62.59765625
'17,'Key value 2,"",'340,'38.57421875
'17,'Section header 24,"'Classifier",'341,'56.59179688
'17,'Text 198,"'Write the classifier in main. cpp using the bag of words model.",'342,'47.07031250
'17,'Text 199,"'Run the classifier on a small dataset.",'343,'37.93945313
'17,'Text 200,"'$ ./main.exe train_small.csv test_small.csv",'344,'25.04882813
'17,'Footer 19,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'345,'62.79296875
'17,'Page number 16,"'17/25",'346,'62.45117188
'18,'Header 37,"'8/23/24, 10:34 AM",'347,'84.76562500
'18,'Header 38,"'p5-ml",'348,'64.25781250
'18,'Title 7,"'Setup",'349,'60.49804688
'18,'Text 201,"'If you created a main. cpp while following the setup tutorial, you'll use it in this section. Otherwise, create a new file main.cpp (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI).",'350,'96.04492188
'18,'Text 202,"'Add ""hello world"" code if you haven't already.",'351,'75.97656250
'18,'Figure 16,"",'352,'34.52148438
'18,'Text 203,"'The main program should compile and run.",'353,'89.74609375
'18,'List 22,"",'354,'90.18554688
'18,'Text 204 - Part of List 22,"'1 $ make main.exe",'355,'91.89453125
'18,'Text 205 - Part of List 22,"'2 $ ./main.exe",'356,'90.52734375
'18,'Text 206 - Part of List 22,"'3 Hello World!",'357,'95.26367188
'18,'Text 207,"'Configure your IDE to debug the main program.",'358,'79.29687500
'18,'Table 9,"",'359,'94.62890625
'18,'Text 208,"'Configure command line arguments (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio). We recommend starting with the smallest input and enabling debug output, train_small.csv test_small.csv debug .",'360,'92.77343750
'18,'Text 209,"'To compile and run the smallest input at the command line:",'361,'84.96093750
'18,'Footer 20,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'362,'92.23632813
'18,'Footer 21,"'18/25",'363,'43.21289063
'19,'Header 39,"'8/23/24, 10:34 AM",'364,'89.50195313
'19,'Page number 17,"'p5-ml",'365,'48.24218750
'19,'List 23,"",'366,'85.15625000
'19,'Text 210 - Part of List 23,"'1 $ make main. exe",'367,'85.74218750
'19,'Text 211 - Part of List 23,"'2 $ ./main.exe train_small.csv test_small.csv debug",'368,'86.91406250
'19,'Title 8,"'Command Line Interface",'369,'47.65625000
'19,'Text 212,"'Here is the usage message for the top-level application:",'370,'90.82031250
'19,'List 24,"",'371,'95.89843750
'19,'Text 213 - Part of List 24,"'1 $ ./main.exe",'372,'93.31054688
'19,'Text 214 - Part of List 24,"'2 Usage: main.exe TRAIN_FILE TEST_FILE [--debug]",'373,'94.18945313
'19,'Text 215,"'The main application always requires files for both training and testing. The training file must have at least one post, but the test file may have no posts. You may assume all files are in the correct format, with a header that has at least the ""tag"" and ""content"" columns.",'374,'96.24023438
'19,'Text 216,"'Use the provided small-scale files for initial testing and to check your output formatting:",'375,'85.54687500
'19,'List 25,"",'376,'94.43359375
'19,'Text 217 - Part of List 25,"'1 $ ./main.exe train_small.csv test_small.csv",'377,'95.99609375
'19,'Text 218 - Part of List 25,"'2 $ ./main.exe train_small.csv test_small.csv debug",'378,'95.80078125
'19,'Text 219,"'Correct output is in test_small.out.correct and test_small_debug.out.correct The output format is discussed in detail below.",'379,'95.01953125
'19,'Section header 25,"'Error Checking",'380,'89.20898438
'19,'Text 220,"'The program checks that the command line arguments obey the following rules:",'381,'93.94531250
'19,'List 26,"",'382,'89.50195313
'19,'Text 221 - Part of List 26,"'There are 3 or 4 arguments, including the executable name itself (i.e. argv[0]).",'383,'97.26562500
'19,'Text 222 - Part of List 26,"'The fourth argument (i.e. argv[3]), if provided, must be -debug",'384,'96.92382813
'19,'Text 223,"'If any of these are violated, print out the usage message and then quit by returning a non-zero value from main . Do not use the exit library function, as this fails to clean up local objects.",'385,'95.41015625
'19,'Text 224,"'cout << ""Usage: main. exe TRAIN_FILE TEST_FILE [--debug]"" << endl;",'386,'82.32421875
'19,'Text 225,"'If any file cannot be opened, print out the following message, where filename is the name of the file that could not be opened, and quit by returning a non-zero value from main.",'387,'95.70312500
'19,'Text 226,"'cout << ""Error opening file: << filename << endl;",'388,'35.66894531
'19,'Figure 17,"",'389,'33.59375000
'19,'Text 227,"'You do not need to do any error checking for command-line arguments or file I/O other than what is described on this page. However, you must use precisely the error messages given here in order to receive credit. (Just literally use the code given here to print them.)",'390,'94.72656250
'19,'Text 228,"'As mentioned earlier, you may assume all Piazza data files are in the correct format.",'391,'86.52343750
'19,'Footer 22,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'392,'87.10937500
'19,'Page number 18,"'19/25",'393,'63.96484375
'20,'Header 40,"'8/23/24, 10:34 AM",'394,'90.03906250
'20,'Header 41,"'p5-ml",'395,'54.78515625
'20,'Title 9,"'Design",'396,'38.57421875
'20,'Text 229,"'Here is some high-level guidance:",'397,'93.50585938
'20,'List 27,"",'398,'90.72265625
'20,'Text 230 - Part of List 27,"'1. First, your application should read posts from a file (e.g. train_small.csv and use them to train the classifier. After training, your classifier abstraction should store the information mentioned in the Training section.",'399,'96.33789063
'20,'Text 231 - Part of List 27,"'2. Your classifier should be able to compute the log-probability score of a post (i.e. a collection of words) given a particular label. To predict a label for a new post, it should choose the label that gives the highest log-probability score. See the Prediction section.",'400,'96.53320313
'20,'Text 232 - Part of List 27,"'3. Read posts from a file (e.g. test_small.csv ) to use as testing data. For each post, predict a label using your classifier.",'401,'95.01953125
'20,'Text 233,"'Some of these steps have output associated with them. See the ""output"" section below for the details.",'402,'93.89648438
'20,'Text 234,"'The structure of your classifier application, including which procedural abstractions and/or ADTs to use for the classifier, is entirely up to you. Make sure your decisions are informed by carefully considering the classifier and top-level application described in this specification.",'403,'95.21484375
'20,'Text 235,"'We strongly suggest you make a class to represent the classifier - the private data members for the class should keep track of the classifier parameters learned from the training data, and the public member functions should provide an interface that allows you to train the classifier and make predictions for new piazza posts.",'404,'96.04492188
'20,'Text 236,"'You should write RMEs and appropriate comments to describe the interfaces for the abstractions you choose (ADTs, classes, functions, etc.). You should also write unit tests to verify each component works on its own.",'405,'94.43359375
'20,'Text 237,"'You are welcome to use any part of the STL in your top-level classifier application. In particular, std: : map and std::set will be useful.",'406,'92.38281250
'20,'Figure 18,"",'407,'29.49218750
'20,'Text 238,"'! Warning: Use std: :map in your classifier. Our implementation of Map is not fast enough.",'408,'73.58398438
'20,'Section header 26,"'Example",'409,'74.16992188
'20,'Text 239,"'We've provided full example output for a small input ( train_small.csv and test_small.csv The output is in test_small.out.correct The output with debug is in test_small_debug.out.correct, here we've indicated debug output with ""(DEBUG)"". Some lines are indented by two spaces.",'410,'92.62695313
'20,'Footer 23,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'411,'86.08398438
'20,'Footer 24,"'20/25",'412,'46.77734375
'21,'Header 42,"'8/23/24, 10:34 AM",'413,'70.16601563
'21,'Header 43,"'p5-ml",'414,'51.26953125
'21,'Text 240,"'To run this example at the command line:",'415,'46.28906250
'21,'List 28,"",'416,'90.28320313
'21,'Text 241 - Part of List 28,"'1 $ make main.exe",'417,'96.67968750
'21,'Text 242 - Part of List 28,"'2 $ /main.exe train_small.csv test_small.csv",'418,'97.65625000
'21,'Text 243 - Part of List 28,"'3 $ ./main.exe train_small.csv test_small.csv - -debug",'419,'97.70507813
'21,'Figure 19,"",'420,'66.99218750
'21,'List 29,"",'421,'41.57714844
'21,'Text 244 - Part of List 29,"'i Pro-tip: Debug output differences diff - -y - -B , which shows differences side-by-side and ignores whitespace. We'll use the less pager so we can scroll through the long terminal output. Press q to quit.",'422,'94.43359375
'21,'Text 245 - Part of List 29,"'1 $ make main.exe",'423,'90.86914063
'21,'Text 246 - Part of List 29,"'2 $ /main. exe train_small.csv test_small.csv - debug > test_small_debug.out",'424,'81.68945313
'21,'Text 247 - Part of List 29,"'3 $ diff -y -B test_small_debug.out test_small_debug.out.corred less # q to quit",'425,'79.83398438
'21,'Text 248,"'Add this line at the beginning of your main function to set floating point precision:",'426,'88.62304688
'21,'Text 249,"'cout.precision(3);",'427,'73.04687500
'21,'Text 250,"'First, print information about the training data:",'428,'77.88085938
'21,'List 30,"",'429,'86.03515625
'21,'Text 251 - Part of List 30,"'(DEBUG) Line-by-line, the label and content for each training document.",'430,'93.01757813
'21,'Text 252 - Part of List 30,"'training data:",'431,'50.19531250
'21,'Text 253 - Part of List 30,"'label = euchre, content = can the upcard ever be the left bower label = euchre, content = when would the dealer ever prefer a card to the upcard label = euchre, content = bob played the same card twice is he cheating",'432,'62.50000000
'21,'Text 254 - Part of List 30,"'label = calculator, content = does stack need its own big three",'433,'30.02929688
'21,'Text 255 - Part of List 30,"'label = calculator, content = valgrind memory error not sure what it means",'434,'31.78710938
'21,'Text 256 - Part of List 30,"'The number of training posts.",'435,'84.52148438
'21,'Text 257 - Part of List 30,"'trained on 8 examples",'436,'85.59570313
'21,'Text 258 - Part of List 30,"'(DEBUG) The vocabulary size (the number of unique words in all training content).",'437,'87.89062500
'21,'Text 259 - Part of List 30,"'vocabulary size = 49",'438,'85.00976563
'21,'Text 260 - Part of List 30,"'An extra blank line",'439,'90.13671875
'21,'Text 261,"'If the debug option is provided, also print information about the classifier trained on the training posts. Whenever classes or words are listed, they are in alphabetic order.",'440,'87.93945313
'21,'Footer 25,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm/",'441,'90.13671875
'21,'Page number 19,"'21/25",'442,'66.45507813
'22,'Header 44,"'8/23/24, 10:34 AM",'443,'85.98632813
'22,'Header 45,"'p5-ml",'444,'64.69726563
'22,'List 31,"",'445,'36.20605469
'22,'Text 262 - Part of List 31,"'(DEBUG) The classes in the training data, and the number of examples for each.",'446,'92.18750000
'22,'Text 263 - Part of List 31,"'classes: calculator, 3 examples, log-prior = -0.981 euchre, 5 examples, log-prior = -0.47",'447,'83.83789063
'22,'Text 264 - Part of List 31,"'(DEBUG) For each label, and for each word that occurs for that label: The number of posts with that label that contained the word, and the log-likelihood of the word given the label.",'448,'91.11328125
'22,'Text 265 - Part of List 31,"'classifier parameters: calculator assert, count = 1, log-likelihood = -1.1 calculator:big, count = 1, log-likelihood = -1.1 euchre: twice, count = 1, log-likelihood = -1.61 euchre: upcard, count = 2, log-likelihood = -0.916",'449,'70.31250000
'22,'Text 266 - Part of List 31,"'(DEBUG) An extra blank line",'450,'94.18945313
'22,'Text 267 - Part of List 31,"'Finally, use the classifier to predict classes for each example in the testing data. Print information about the test data as well as these predictions.",'451,'94.33593750
'22,'Text 268 - Part of List 31,"'Line-by-line, the ""correct"" label, the predicted label and its log-probability score, and the content for each test. Insert a blank line after each for readability.",'452,'93.50585938
'22,'Text 269 - Part of List 31,"'test data: correct = euchre, predicted = euchre, log-probability score = -13.7 content = my code segfaults when bob is the dealer",'453,'31.37207031
'22,'Text 270 - Part of List 31,"'correct = euchre, predicted = calculator, log-probability score = -12.5 content = no rational explanation for this bug",'454,'89.16015625
'22,'Text 271 - Part of List 31,"'correct = calculator, predicted = calculator, log-probability score = -13.6 content = countif function in stack class not working",'455,'91.35742188
'22,'Text 272 - Part of List 31,"'The number of correct predictions and total number of test posts.",'456,'94.18945313
'22,'Text 273 - Part of List 31,"'performance: 2 / 3 posts predicted correctly",'457,'77.78320313
'22,'Text 274,"'The last thing printed should be a newline character.",'458,'88.96484375
'22,'Section header 27,"'Accuracy",'459,'72.11914063
'22,'Text 275,"'In case you're curious, here's the accuracy for the large datasets. Not too bad!",'460,'90.08789063
'22,'Footer 26,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm/",'461,'91.40625000
'22,'Page number 20,"'22/25",'462,'69.18945313
'23,'Header 46,"'8/23/24, 10:34 AM",'463,'73.77929688
'23,'Header 47,"'p5-ml",'464,'50.29296875
'23,'Table 10,"",'465,'82.76367188
'23,'Section header 28,"'Efficiency",'466,'73.73046875
'23,'Text 276,"'While efficiency is not a primary goal for this project, you should aim for your code to run the largest test case above in no more than a minute. Some common causes of slowdown you should avoid:",'467,'92.72460938
'23,'List 32,"",'468,'95.11718750
'23,'Text 277 - Part of List 32,"'Processing a post more than once (including reading it more than once or saving all the data in a vector).",'469,'97.55859375
'23,'Text 278 - Part of List 32,"'Iterating over a map to find something rather than using [] or find .",'470,'96.67968750
'23,'Text 279 - Part of List 32,"'Passing strings, pairs, or containers by value.",'471,'96.09375000
'23,'Text 280 - Part of List 32,"'Iterating by value in a range-based for loop.",'472,'96.19140625
'23,'Text 281,"'Refer to the Project 2 perf tutorial for instructions on how to use the perf tool to identify slow functions.",'473,'94.97070313
'23,'Section header 29,"'Submission and Grading",'474,'81.29882813
'23,'Text 282,"'Submit these files to the autograder.",'475,'92.13867188
'23,'List 33,"",'476,'90.33203125
'23,'Text 283 - Part of List 33,"'BinarySearchTree.hpp",'477,'96.53320313
'23,'Text 284 - Part of List 33,"'BinarySearchTree_tests.cpp",'478,'96.53320313
'23,'Text 285 - Part of List 33,"'Map.hpp",'479,'96.14257813
'23,'Text 286 - Part of List 33,"'main.cpp",'480,'95.80078125
'23,'Text 287,"'You do not have to submit Map_tests.cpp to the autograder.",'481,'90.91796875
'23,'Text 288,"'This project will be autograded for correctness, comprehensiveness of your test cases, and programming style. See the style checking tutorial for the criteria and how to check your style automatically on CAEN.",'482,'93.94531250
'23,'Section header 30,"'Testing",'483,'75.48828125
'23,'Text 289,"'Run all the unit tests and system tests. This includes the public tests we provided and the unit tests that you wrote.",'484,'93.35937500
'23,'Text 290,"'$ make test",'485,'66.99218750
'23,'Footer 27,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'486,'91.06445313
'23,'Page number 21,"'23/25",'487,'56.59179688
'24,'Header 48,"'8/23/24, 10:34 AM",'488,'94.18945313
'24,'Header 49,"'p5-ml",'489,'73.19335938
'24,'Figure 20,"",'490,'70.06835938
'24,'Text 291,"'Pro-tip: Run commands in parallel with make -j .",'491,'43.21289063
'24,'Text 292,"'$ make - j4 test",'492,'47.16796875
'24,'Section header 31,"'Unit Test Grading",'493,'55.81054688
'24,'Text 293,"'We will autograde your BinarySearchTree unit tests.",'494,'91.99218750
'24,'Text 294,"'Your unit tests must use the unit test framework.",'495,'86.42578125
'24,'Text 295,"'A test suite must complete less than 5 seconds and contain 50 or fewer TEST ) items. One test suite is one _tests.cpp file.",'496,'91.06445313
'24,'Text 296,"'To grade your unit tests, we use a set of intentionally buggy instructor solutions. You get points for catching the bugs.",'497,'90.52734375
'24,'List 34,"",'498,'84.42382813
'24,'Text 297 - Part of List 34,"'1. We compile and run your unit tests with a correct solution.",'499,'92.62695313
'24,'Text 298 - Part of List 34,"'Tests that pass are valid.",'500,'93.45703125
'24,'Text 299 - Part of List 34,"'Tests that fail are invalid, they falsely report a bug.",'501,'96.63085938
'24,'Text 300 - Part of List 34,"'2. We compile and run all of your valid tests against each buggy solution.",'502,'94.33593750
'24,'Text 301 - Part of List 34,"'If any of your tests fail, you caught the bug.",'503,'95.21484375
'24,'Text 302 - Part of List 34,"'You earn points for each bug that you catch.",'504,'96.14257813
'24,'Text 303,"'Requirements and Restrictions",'505,'40.64941406
'24,'Table 11,"",'506,'91.89453125
'24,'Footer 28,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm/",'507,'90.62500000
'24,'Page number 22,"'24/25",'508,'56.49414063
'25,'Header 50,"'8/23/24, 10:34 AM",'509,'52.44140625
'25,'Header 51,"'p5-ml",'510,'50.48828125
'25,'Table 12,"",'511,'86.42578125
'25,'Section header 32,"'Acknowledgments",'512,'56.49414063
'25,'Text 304,"'Andrew DeOrio and James Juett wrote the original project and specification. Amir Kamil contributed to code structure, style, and implementation details. This project was developed for EECS 280, Fall 2016 at the University of Michigan.",'513,'92.04101563
'25,'Footer 29,"'file:///home/runner/work/p5-ml/p5-ml/_site/index.htm",'514,'95.50781250
'25,'Page number 23,"'25/25",'515,'69.33593750
