'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'26,'Text 403 - Part of List 9,"'The arguments -0 main. exe tell the compiler to produce the output file main. exe.",'511,'92.72460938
'26,'Text 404 - Part of List 9,"'The remaining three arguments are the source files for our program - p1_library. stats. cpp, and main. cpp.",'512,'93.01757813
'26,'Text 405,"'For the source files, the compiler will compile each of them separately, producing temporary object files. It will then attempt to link the object files together into the output executable. The linking step can fail if:",'513,'88.57421875
'26,'Text 406,"'A function is declared and used in the source files, but no definition is found. For example, if the definition for percentile() is missing, a linker error such as the following results:",'514,'88.57421875
'26,'Text 407,"'Undefined symbols for architecture x86_64: ""percentile(std: 1: vector<double, std: _1::allocator<double> >, , double)"", +referenced from: _main in main-dc223c.o ld: symbol(s) not found for architecture x86_64 clang: error: linker command failed with exit code 1 (use -V to see invocation)",'515,'34.64355469
'26,'Text 408,"'Multiple definitions of the same function are found. For example, if we try to compile and link multiple source files that define a main() function, we get a linker error like the following:",'516,'85.59570313
'26,'Text 409,"'duplicate symbol _main in: /var/folders/gc/0lqwygqx381fmx9hhvj0373h0000gp/T/main-9eba7c.o /var/folders/gc/0lqwygqx381fmx9hhvj0373h0000gp/T/stats_tests-b74225.o ld: 1 duplicate symbol for architecture x86_64 clang: error: linker command failed with exit code 1 (use -V to see invocation)",'517,'79.44335938
'26,'Text 410,"'Upon success, the result of the linking step is the final program executable, main. exe for the compilation command above.",'518,'92.52929688
'26,'Section header 18,"'5.3 Specification Comments (RMEs)",'519,'77.92968750
'26,'Text 411,"'The interface of a function includes its signature, which consists of the function's name and parameter types. The return type of the function5 is also part of its interface. Another part of a function's interface is documentation about what it does, as in the following:",'520,'29.73632813
'26,'Text 412,"'5 Technically, the return type of a regular (i.e. non-template) function is not part of its signature as defined by the C++ standard (see [defns.signature] in the standard). It is, however, part of the function's interface.",'521,'70.06835938
'26,'Footer 11,"'5.2. The Compilation Process",'522,'50.09765625
'26,'Page number 23,"'21",'523,'88.08593750
'27,'Header 24,"'Programming and Data Structures, Release 0.3",'524,'61.96289063
'27,'Text 413,"'//REQUIRES: V is not empty //EFFECTS: returns the arithmetic mean of the numbers in V double mean(std: : vector<double> v);",'525,'77.92968750
'27,'Text 414,"'This documentation describes the what of the function, SO it is an integral part of what a user of the function needs to know.",'526,'97.26562500
'27,'Text 415,"'The documentation format we use in this course is an RME, which consists of a REQUIRES clause, a MODIFIES clause, and an EFFECTS clause.",'527,'96.43554688
'27,'Section header 19,"'5.3.1 REQUIRES Clause",'528,'89.30664063
'27,'Text 416,"'The REQUIRES clause lists what the function requires in order to accomplish its task. If the requirements are not met, then the function provides no guarantees - the behavior is undefined, and anything the function does (e.g. crashing your computer, stealing your credit-card info, etc.) is valid. Thus, a user should never call a function with arguments or in a state that violates the REQUIRES clause.",'529,'96.77734375
'27,'Text 417,"'Within the function definition, the implementation is allowed to assume that the REQUIRES clause is met - again, a user should never call the function if they are violated. A good practice is to assert that the REQUIRES clause is met, if it is possible to do SO:",'530,'96.58203125
'27,'Text 418,"'#include <cassert> #include ""stats.hpp"" #include ""p1_library.hpp"" using namespace std;",'531,'93.55468750
'27,'Text 419,"'double mean(vector<double> v) { assert ( v . empty()) ; return sum(v) / count (v) }",'532,'95.36132813
'27,'Text 420,"'In order to use assert, the <cassert> header must be included. Then a boolean expression can be passed to assert. If the expression evaluates to a true value, execution proceeds normally. However, if it evaluates to a false value, then the program crashes with a meaningful error message:",'533,'97.46093750
'27,'Text 421,"'Assertion failed: (!v. empty ()) , function mean, file stats.cpp, line 8.",'534,'92.52929688
'27,'Text 422,"'This is much more desirable than computing a wrong answer (or stealing your credit-card info!), as it tells the user they did something wrong and where the requirements were violated.",'535,'96.14257813
'27,'Text 423,"'If a function doesn't have any requirements, the REQUIRES clause may be elided. Such a function is called complete, while one that has requirements is called partial.",'536,'95.31250000
'27,'Footer 12,"'5.3. Specification Comments (RMEs)",'537,'87.79296875
'27,'Page number 24,"'22",'538,'82.91015625
'28,'Header 25,"'Programming and Data Structures, Release 0.3",'539,'48.43750000
'28,'Section header 20,"'5.3.2 MODIFIES Clause",'540,'92.23632813
'28,'Text 424,"'The MODIFIES clause specifies the entities outside the function that might be modified by it. This includes pass-by- reference parameters, global variables (not in this course - only global constants are permitted), and input and output streams (e.g. cout, cin, a file stream, etc.):",'541,'98.53515625
'28,'Text 425,"'//MODIFIES: V //EFFECTS: sorts V in ascending order void sort (std vector<double> &V) ;",'542,'91.30859375
'28,'Text 426,"'The MODIFIES clause only specifies what entities may be modified, leaving out any details about what those modifi- cations actually might be. The latter is the job of the EFFECTS clause. Instead, the purpose of the MODIFIES clause is for the user to quickly tell what items might be modified.",'543,'94.87304688
'28,'Text 427,"'If no non-local entities are modified, the MODIFIES clause may be elided.",'544,'92.04101563
'28,'Section header 21,"'5.3.3 EFFECTS Clause",'545,'93.50585938
'28,'Text 428,"'The EFFECTS clause specifies what the function actually does. This includes details about what modifications are made, if any, as well as what the return value means, if there is one. All functions should have an EFFECTS clause - if a function does nothing, there is no point to writing the function.",'546,'96.38671875
'28,'Text 429,"'The EFFECTS clause should generally only indicate what the function does without getting into implementation details (the how). It is part of the interface of a function, SO it should not be affected if the implementation were to change.",'547,'92.87109375
'28,'Section header 22,"'5.4 Properties of Procedural Abstraction",'548,'85.35156250
'28,'Text 430,"'As mentioned previously, the implementation of an abstraction should be able to change without affecting the way the abstraction is used. More formally, abstractions are substitutable - we should be able to swap out an implementation of an abstraction for a different one. As long as the interface remains the same, code that uses the abstraction will still work.",'549,'97.26562500
'28,'Text 431,"'Abstractions should also be local, meaning that it should be possible to understand the implementation of one abstrac- tion without knowing anything about the implementation of other abstractions. This implies that the implementation of one abstraction should not rely on implementation details of another - instead, the former should only work with the latter through the interface of the latter.",'550,'96.04492188
'28,'Footer 13,"'5.4. Properties of Procedural Abstraction",'551,'87.30468750
'28,'Page number 25,"'23",'552,'87.30468750
'29,'Text 432,"'CHAPTER",'553,'63.52539063
'29,'Text 433,"'SIX",'554,'62.59765625
'29,'Text 434,"'TESTING",'555,'88.23242188
'29,'Text 435,"'Testing is the primary mechanism we have for determining whether or not code is correct. Most programs are too complex to formally prove correct with reasonable effort. Instead, thorough testing provides a measure of confidence that the code behaves correctly.",'556,'96.77734375
'29,'Text 436,"'Insufficient testing can lead to code that breaks when deployed, with potentially disastrous consequences. A canonical example is the Therac-25, a radiation-therapy machine from the 1980s. A combination of poor design and software bugs led to several cases where patients received massive radiation overdoses. Three patients died as a result. A more recent example of software bugs leading to catastrophic failure is Knight Capital Group, a financial-services firm that engaged in high-frequency trading. Lack of regression testing, poor software maintenance, and a mistake in deployment caused a new version of their software to execute millions of trades that bought shares at high prices and sold them at lower ones - all in a span of just 45 minutes. The end result was a pre-tax loss of $440 million, and the company was forced to sell itself to a competitor.",'557,'97.16796875
'29,'Text 437,"'In this course, the stakes aren't quite as high as in the cases above. However, it is often the case that the difference between doing poorly on a project and doing well is how well you test your code. Testing is the mechanism for deter- mining whether or not code is buggy. Once a bug has been detected, debugging is the process used to identify and fix the source of the bug.",'558,'91.16210938
'29,'Text 438,"'There are two main categories of test cases:",'559,'81.34765625
'29,'List 10,"",'560,'79.05273438
'29,'Text 439 - Part of List 10,"'Unit tests test once piece of code at a time, often at the granularity of individual functions or small groups of functions. This helps to find bugs early as well as make them easier to debug, since a failed unit test identifies exactly which function is broken.",'561,'96.97265625
'29,'Text 440 - Part of List 10,"'System tests test an entire module or program as a whole. This can identify bugs that occur when integrating multiple units together - it's possible that two units appear to work individually, but one unit makes an incorrect assumption about the other that only manifests when they are tested together. System tests can also be closer to the real use case of a program, providing a measure of confidence that the program works as a whole.",'562,'96.82617188
'29,'Text 441,"'In software development, it is important to maintain a set of regression tests, or tests that are run every time a code change is made. That way, a breaking change is identified immediately and can be fixed before the software is deployed. Regression tests generally include both unit and system tests.",'563,'94.04296875
'29,'Text 442,"'Test-driven development is a common programming practice that integrates writing tests with developing the imple- mentation of a program. Once the interface of a unit has been determined, tests can be written even before the imple- mentation - that way, once the implementation is written, there are tests that can be run immediately. Furthermore, the process of writing tests can help inform the right strategy to use in implementation, reducing development time. The implementation in turn inspires new test cases, based on an understanding of what mistakes could have been made in the code. The result is an iterative process: writing tests for a unit, implementing the unit, writing more tests, fixing bugs, and SO on until the code has been thoroughly vetted.",'564,'96.38671875
'29,'Text 443,"'Only valid test cases should be written. Those that don't compile are useless, as well as those that result in undefined behavior (e.g. by violating the REQUIRES clause of a function). There are several types of valid test cases:",'565,'90.57617188
'29,'Page number 26,"'24",'566,'87.89062500
'30,'Header 26,"'Programming and Data Structures, Release 0.3",'567,'84.91210938
'30,'List 11,"",'568,'97.94921875
'30,'Text 444 - Part of List 11,"'Simple test cases are for the ""average"" case. For instance, in testing a mode () function in Project 1, an example of a simple test case is one that tests a vector that contains exactly one mode (e.g. { 1, 2, 3, 2 }).",'569,'96.14257813
'30,'Text 445 - Part of List 11,"'Edge cases are those that test special cases in a unit's behavior. For instance, the mode() function requires that its argument vector be non-empty. Thus, the smallest vector that can be passed to mode( is one with a single element - this is an edge case. Another special case is when the input has two modes - in this case, the documentation of the function specifies that it returns the smaller one. So we should test that the function indeed behaves correctly in this case.",'570,'97.65625000
'30,'Text 446 - Part of List 11,"'Stress tests are intensive tests that ensure that a system will work under a heavy load. For example, an autograder for a 1000-person course should be able to withstand hundreds of students trying to submit right before the deadline. Thus, it is important to test the autograder with large numbers of concurrent requests. Stress tests will not be used in this course, since the projects we will focus on are not performance-critical.",'571,'96.48437500
'30,'Text 447,"'Test cases should focus on cases that realistically could be erroneous. For example, a malicious programmer could insert a bug that only occurs for a specific, arbitrary input (e.g. if the number 42 is in the input). However, we generally can't test every possible input, SO we have to concentrate on those cases where a reasonable programmer could make a mistake. (Other mechanisms, such as code reviews, are used to guard against malicious programmers.)",'572,'95.84960938
'30,'Text 448,"'The small scope hypothesis states that thorough testing with ""small"" test cases is sufficient to catch most bugs in a system6. Thus, our test cases need not be large - in general, they should be small enough where we can compute the expected results by hand. Similarly, having more test cases is not necessarily better. Fewer test cases that are meaningfully different is more effective than having many, redundant test cases. As an example, the data sets { 1, 1, 2, 2, 2 } and { 1, 1, 2, 2, 2, 2 } are not meaningfully different for the mode () function - there is no good reason why it would behave differently in the two cases. On the other hand, the data set { 1, 1, 2, 2 } is meaningfully different, since it contains two modes.",'573,'97.26562500
'30,'Footer 14,"'6 See Evaluating the ""Small Scope Hypothesis"" by Andoni et al. and On the Small-Scope Hypothesis for Testing Answer-Set Programs by Oetsch et al. for empirical evaluations of the hypothesis.",'574,'82.56835938
'30,'Page number 27,"'25",'575,'93.06640625
'31,'Text 449,"'CHAPTER",'576,'40.20996094
'31,'Header 27,"'SEVEN",'577,'41.30859375
'31,'Title 9,"'MACHINE MODEL I",'578,'59.57031250
'31,'Text 450,"'A computer program consists of source code that determines what the program does. The program itself is run on a machine, and the program directs the machine on what computation should be preferred. In order to understand a program, it is important to have a machine model that helps us reason about how the source code relates to what happens at runtime.",'579,'98.68164063
'31,'Text 451,"'As an example, consider the following C++ program:",'580,'95.94726563
'31,'Text 452,"'int main() { int = double 4.1; int z = x; x = 5; }",'581,'95.94726563
'31,'Text 453,"'When the program runs, execution starts at main() Each variable in the program is a name that refers to some object in memory, a region of memory that holds the data value for the variable. The variable's type determines how much memory is required, and how the data are represented generally, data are stored in bytes, which themselves are sequences of eight bits, each of which is a binary digit that is zero or one. For instance, in typical C++ implementations, a variable of type int requires four bytes (32 bits) of storage, while one of type double requires eight bytes (64 bits).",'582,'96.58203125
'31,'Text 454,"'It is often useful to think of memory as a large array, with data values stored at different indices into the array, as shown in Figure 7.2.",'583,'92.04101563
'31,'Text 455,"'Here, the program is using memory index 6 for X, index 2 for y, and index 4 for z. (Later, we will see that a program uses a more systematic method for locating the local variables of a function.) The contents of memory illustrated above are after the initialization of X and y but before the initialization of z. The location for X has a representation of the int value 3, the location for y has a representation of the double value 4.1, and the location for Z has some indeterminate value.",'584,'96.67968750
'31,'Text 456,"'When the program proceeds to initialize z, it copies the value 3 from the memory for X into the memory for z, as demonstrated in Figure 7.3.",'585,'94.33593750
'31,'Text 457,"'Finally, the assignment X = 5 modifies the value of X to be 5, as Figure 7.4 illustrates.",'586,'92.04101563
'31,'Text 458,"'In order to discuss the conceptual spaces for source code and runtime in more detail, we need some terminology. In source code, a name refers to some entity such as a variable, function, or type. As mentioned above, a variable is a name that refers to an object in memory. A name has a scope, which determines what region of code can use that name to refer to an entity. For example, the scope of y in the code above begins at the declaration of y and ends at the end of the function definition for main(). Attempting to use y outside this region will result in a compiler error. A declaration is what introduces a name into the program and begins its scope.",'587,'97.16796875
'31,'Text 459,"'At runtime, an object is a piece of data in memory, and it is located at some address in memory (corresponding to the index in our basic machine model above). An object has a lifetime during which it is legal to use that object. More specifically, an object is created at some point in time, and at some later point in time it is destroyed. The storage duration of an object determines its lifetime. There are three options that we will see in C++:",'588,'95.84960938
'31,'Page number 28,"'26",'589,'79.29687500
'32,'Header 28,"'Programming and Data Structures, Release 0.3",'590,'87.06054688
'32,'Figure 3,"",'591,'96.63085938
'32,'Text 460,"'Memory",'592,'91.65039063
'32,'Text 461,"'Figure 7.1: Variables correspond to objects in memory, each of which stores a data value represented in binary.",'593,'96.48437500
'32,'Text 462,"'7",'594,'97.26562500
'32,'Text 463,"'6",'595,'98.63281250
'32,'Text 464,"'3",'596,'82.03125000
'32,'Text 465,"'5",'597,'93.31054688
'32,'Text 466,"'4",'598,'99.07226563
'32,'Text 467,"'3",'599,'97.46093750
'32,'Text 468,"'2",'600,'97.85156250
'32,'Text 469,"'1",'601,'97.75390625
'32,'Text 470,"'0",'602,'97.07031250
'32,'Text 471,"'X",'603,'97.80273438
'32,'Text 472,"'4.1",'604,'62.06054688
'32,'Text 473,"'Z",'605,'97.07031250
'32,'Text 474,"'y",'606,'96.97265625
'32,'Text 475,"'Figure 7.2: Simplified machine model, with memory as a linear (array) structure with slots for different objects.",'607,'96.92382813
'32,'Page number 29,"'27",'608,'88.28125000
'33,'Header 29,"'Programming and Data Structures, Release 0.3",'609,'77.44140625
'33,'Text 476,"'7",'610,'98.63281250
'33,'Text 477,"'6",'611,'97.55859375
'33,'Text 478,"'5",'612,'96.04492188
'33,'Figure 4,"",'613,'27.85644531
'33,'Text 479,"'4",'614,'95.36132813
'33,'Text 480,"'3",'615,'95.41015625
'33,'Text 481,"'2",'616,'95.45898438
'33,'Text 482,"'1",'617,'95.75195313
'33,'Text 483,"'0",'618,'95.89843750
'33,'Text 484,"'4.1",'619,'51.85546875
'33,'Text 485,"'X",'620,'80.81054688
'33,'Text 486,"'Figure 7.3: Initializing an object as a copy of another.",'621,'88.67187500
'33,'Text 487,"'3",'622,'32.64160156
'33,'Text 488,"'Z",'623,'88.03710938
'33,'Text 489,"'y",'624,'87.01171875
'33,'Text 490,"'7",'625,'90.91796875
'33,'Text 491,"'6",'626,'96.58203125
'33,'Text 492,"'5",'627,'95.75195313
'33,'Text 493,"'4",'628,'95.75195313
'33,'Text 494,"'3",'629,'92.91992188
'33,'Text 495,"'2",'630,'92.18750000
'33,'Figure 5,"",'631,'39.33105469
'33,'Figure 6,"",'632,'30.61523438
'33,'Text 496,"'1",'633,'90.72265625
'33,'Text 497,"'3",'634,'32.12890625
'33,'Text 498,"'0",'635,'92.28515625
'33,'Text 499,"'X",'636,'84.96093750
'33,'Text 500,"'4.1",'637,'43.57910156
'33,'Text 501,"'Z",'638,'82.66601563
'33,'Text 502,"'Figure 7.4: Modifying the value of an object.",'639,'88.96484375
'33,'Text 503,"'y",'640,'83.39843750
'33,'Page number 30,"'28",'641,'84.86328125
'34,'Header 30,"'Programming and Data Structures, Release 0.3",'642,'89.06250000
'34,'List 12,"",'643,'96.28906250
'34,'Text 504 - Part of List 12,"'static: the lifetime is essentially the whole program",'644,'97.85156250
'34,'Text 505 - Part of List 12,"'automatic (also called local): the lifetime is tied to a particular scope, such as a block of code",'645,'98.63281250
'34,'Text 506 - Part of List 12,"'dynamic: the object is explicitly created and destroyed by the programmer",'646,'98.33984375
'34,'Text 507,"'The former two durations are controlled by the compiler, while the latter is specified by the programmer. We will restrict ourselves to static and automatic storage duration until later in the course.",'647,'96.38671875
'34,'Text 508,"'A variable is not the same thing as a memory object: a variable is a concept associated with source code, while an object is associated with the runtime. The same variable can refer to different objects at different times, such as a local variable in a function that is called more than once. An object that has dynamic storage duration is not associated with a variable at all.",'648,'96.19140625
'34,'Text 509,"'An important consideration in the design of a language is the semantics of an initialization or assignment of the form X = y. Does this change which object X is referring to, or does it modify the value of the object that X is referring to? The first option is known as reference semantics, while the second is value semantics.",'649,'96.43554688
'34,'Text 510,"'In C++, the default is value semantics. Consider the following program:",'650,'94.18945313
'34,'Text 511,"'int x x 42; // initialize value of X to 42 int y = 99; // initialize value of y to 99 X y; // assign value of y to value of X",'651,'67.67578125
'34,'Text 512,"'The assignment in the last line copies the value stored in the memory object associated with y into the memory object for X, as shown in Figure 7.5.",'652,'95.99609375
'34,'Figure 7,"",'653,'90.42968750
'34,'Text 513,"'Figure 7.5: Assignment copies a value from the right-hand side into the left-hand-side object.",'654,'94.97070313
'34,'Text 514,"'C++ supports reference semantics only when initializing a new variable. Placing an ampersand (&) to the left of the new variable name causes the name to be associated with an existing object. The following is an example with a local variable:",'655,'98.24218750
'34,'Text 515,"'int X = 42; // initialize value of X to 42 int Z = 3; // initialize value of Z to 3 int &y = x; // y and X are now names for the same object X 24; // assigns 24 to object named x/y y z; // Does NOT re-bind y to a different object // Value semantics used here.",'656,'71.48437500
'34,'Text 516,"'The declaration int &y = X; introduces y as a new name for the object associated with X. Any subsequent modifi- cation to this object is reflected through both names, regardless of the name used to perform the modification. Figure 7.6 shows the effects of the assignments in the code above.",'657,'92.67578125
'34,'Text 517,"'Since C++ only supports reference semantics in initialization, the association between a variable and a memory object can never be broken, except when the variable goes out of scope.",'658,'86.37695313
'34,'Page number 31,"'29",'659,'88.23242188
'35,'Header 31,"'Programming and Data Structures, Release 0.3",'660,'79.49218750
'35,'Figure 8,"",'661,'79.24804688
'35,'Text 518,"'Figure 7.6: A reference is another name for an existing object.",'662,'91.25976563
'35,'Section header 23,"'7.1 Pointers",'663,'53.61328125
'35,'Text 519,"'Recall that in C++, an object is a piece of data in memory, and that it is located at some address in memory. The compiler and runtime determine the location of an object when it is created; aside from deciding whether an object is in the global segment, on the stack, or in the heap segment (the segment used for dynamic memory), the programmer generally does not control the exact location where an object is placed1. Given the same program and the same inputs to that program, different systems will often end up placing the same objects at different memory locations. In fact, in many implementations, running the same program twice on the same system will result in different addresses for the objects.",'664,'97.46093750
'35,'Text 520,"'Though the programmer does not have control over the address at which an object is located, the programmer does have the ability to query the address on an object once it has been created. In C++, the & (usually pronounced ""address-of"") operator can be applied to an object to determine its address:",'665,'95.89843750
'35,'Text 521,"'int main() int X = 3; double 5.5; cout<< &X<< endl; // sample output 0x7ffee0659a2c cout &y << endl; // sample output: 0x7ffee0659a20 }",'666,'68.60351563
'35,'Text 522,"'Addresses are usually written in hexadecimal (base-16) notation, with a leading Ox followed by digits in the range 0-9 and a-f, with a representing the value 10, b the value 11, and SO on. Most modern machines use 64 bits for an address; since each digit in a hexadecimal number represents four bits (24 = 16 values), a 64-bit address requires up to 16 hexadecimal digits. The examples above use only 12 digits, implying that the leading four digits are zeros. Most examples in this text use fewer digits for conciseness.",'667,'97.90039063
'35,'Text 523,"'In addition to being printed, addresses can also be stored in a category of objects called pointers2. A pointer variable can be declared by placing a * symbol to the left of the variable name in its declaration:",'668,'95.60546875
'35,'Text 524,"'int x = 3; int *ptr= &x; cout << ptr << endlt; // sample output: 0x7ffee0659a2c",'669,'50.97656250
'35,'Text 525,"'A pointer type consists of two elements:",'670,'87.69531250
'35,'List 13,"",'671,'88.23242188
'35,'Text 526 - Part of List 13,"'the type of the objects whose addresses the pointer can hold as a value. For example, an int * pointer can hold the address of an int, but not that of any other data type.",'672,'97.21679688
'35,'Text 527 - Part of List 13,"'the * symbol, which indicates that the type is a pointer",'673,'96.58203125
'35,'Text 528,"'Each data type in C++ has a corresponding pointer type. For instance, int * is the pointer type corresponding to int,",'674,'92.43164063
'35,'Text 529,"'1 C++ has placement new, which allows a programmer to initialize a new object in a given memory location. However, even with placement new, the original memory must have been allocated by the programmer, and the programmer does not control the exact address produced by that allocation.",'675,'85.83984375
'35,'Text 530,"'2 The terms address and pointer are often used interchangeably. Technically, a pointer is an object that holds an address as its value, while the address is the value itself.",'676,'74.70703125
'35,'Footer 15,"'7.1. Pointers",'677,'58.59375000
'35,'Page number 32,"'30",'678,'87.06054688
'36,'Header 32,"'Programming and Data Structures, Release 0.3",'679,'61.76757813
'36,'Text 531,"'double * is the pointer type corresponding to double, and double ** is the pointer type corresponding to double *.",'680,'98.38867188
'36,'Text 532,"'A pointer object can be dereferenced to obtain the object whose address the pointer is holding by applying the * (usually pronounced ""star"" or ""dereference"") operator:",'681,'97.16796875
'36,'Key value 14,"",'682,'83.54492188
'36,'Text 533,"'We often say that a pointer ""points to"" an object, and that the * operator ""follows"" the pointer to the object it is pointing at. In keeping with this terminology, a pointer is often pictured as an arrow from the pointer to the object it is pointing at, as shown in Figure 7.7.",'683,'95.75195313
'36,'Figure 9,"",'684,'95.99609375
'36,'Text 534,"'Figure 7.7: An arrow indicates the object whose address a pointer holds.",'685,'93.75000000
'36,'Text 535,"'Usually, we are not concerned with actual address values - they are implementation-dependent and can vary between program runs. Instead, we only concern ourselves with which object each pointer is referring to. Thus, we often draw just an arrow to illustrate which object a pointer is pointing to, as in Figure 7.8, without the actual address value.",'686,'98.04687500
'36,'Figure 10,"",'687,'92.67578125
'36,'Text 536,"'Figure 7.8: Pointers are often illustrated by just an arrow, without the actual address value.",'688,'97.55859375
'36,'Text 537,"'The following is another example of working with a pointer:",'689,'97.75390625
'36,'Key value 15,"",'690,'26.04980469
'36,'Footer 16,"'7.1. Pointers",'691,'51.07421875
'36,'Page number 33,"'31",'692,'88.57421875
'37,'Header 33,"'Programming and Data Structures, Release 0.3",'693,'48.24218750
'37,'Figure 11,"",'694,'28.58886719
'37,'Text 538,"'Figure 7.9: Example of modifying an object through a pointer.",'695,'78.07617188
'37,'Text 539,"'The code initializes the pointer bar with the address of foo. It proceeds to increment foo directly, then dereferences bar to increment the object it is pointing at. Since it is pointing at the object associated with foo, the result is that foo has value 3. The state of memory at each point is shown in Figure 7.9.",'696,'93.11523438
'37,'Section header 24,"'7.1.1 Pointers and References",'697,'70.99609375
'37,'Text 540,"'The * and & symbols mean different things when they are used as part of a type and when they are used in an expression:",'698,'89.50195313
'37,'List 14,"",'699,'79.05273438
'37,'Text 541 - Part of List 14,"'When used in a type, * means that the type is a pointer type, while & means the type is a reference type.",'700,'93.65234375
'37,'Text 542 - Part of List 14,"'When used as a unary prefix operator in an expression, * is used to dereference a pointer, while & is used to obtain the address of an object.",'701,'95.21484375
'37,'Text 543 - Part of List 14,"'When used as a binary infix operator, * is multiplication, while & is a bitwise and operation (which is outside the scope of this course).",'702,'93.55468750
'37,'Text 544,"'The following illustrates some examples:",'703,'76.75781250
'37,'Text 545,"'int x = 3; int *ptr = &x; int &ref = *ptr;",'704,'80.76171875
'37,'Text 546,"'In the second line, * is used in a type, SO ptr is a pointer to an int. The initialization is an expression, SO the & obtains the address of the object corresponding to X. In the third line, & is used as part of the type, SO ref is a reference variable. Its initialization is an expression, SO the * dereferences ptr to get to the object associated with X. The result is that ref is an alias for the same object as X.",'705,'94.77539063
'37,'Text 547,"'Pointers allow us to work indirectly with objects. The following is an implementation of a swap function that uses pointers to refer to the objects whose values to swap:",'706,'87.79296875
'37,'Table 6,"",'707,'49.31640625
'37,'Text 548,"'(continues on next page)",'708,'52.24609375
'37,'Section header 25,"'7.1. Pointers",'709,'38.50097656
'37,'Page number 34,"'32",'710,'90.57617188
'38,'Header 34,"'Programming and Data Structures, Release 0.3",'711,'55.71289063
'38,'Text 549,"'(continued from previous page)",'712,'66.35742188
'38,'Text 550,"'swap_pointed(&a, &b); cout a << endl; // prints 5 cout << endl; // prints 3 }",'713,'30.56640625
'38,'Text 551,"'Figure 7.10 demonstrates the execution of this code.",'714,'83.20312500
'38,'Figure 12,"",'715,'89.59960938
'38,'Text 552,"'Figure 7.10: Pointers enable redirection, allowing a function to modify objects in a different scope.",'716,'94.04296875
'38,'Text 553,"'References can also be used to indirectly refer to other objects. However, a pointer actually holds the address of another object, while a reference just acts as another name for an existing object. A reference must be initialized to refer to another object, and the association between the reference and its object cannot be broken. On the other hand, a pointer need not be initialized to point to an object, and the address value it holds can be later changed to be the address of a different object. A pointer can be null or have an undefined value, SO it must be used carefully to avoid undefined behavior. On the other hand, while it is possible to construct an invalid reference, it usually does not occur in the normal course of programming in C++.",'717,'98.19335938
'38,'Text 554,"'Both pointers and references allow objects to be used across scopes. They both enable subtype polymorphism, a concept we will see later in the course. Both can also be used to refer to objects in dynamic memory, as we will also see later.",'718,'97.16796875
'38,'Text 555,"'Pointers are strongly connected to arrays. Indexing into an array actually works through pointer arithmetic, as we will see later.",'719,'97.16796875
'38,'Footer 17,"'7.1. Pointers",'720,'89.59960938
'38,'Page number 35,"'33",'721,'90.33203125
'39,'Header 35,"'CHAPTER EIGHT",'722,'41.57714844
'39,'Title 10,"'MACHINE MODEL II",'723,'44.55566406
'39,'Section header 26,"'8.1 Pointer Errors",'724,'58.39843750
'39,'Text 556,"'A pointer is an atomic type, since it cannot be subdivided into smaller objects. As with other atomic types, a variable of pointer type that isn't explicitly initialized is default initialized to an undefined value:",'725,'95.36132813
'39,'Text 557,"'int X = 3; int *ptr; // undefined value ptr = &x; // well-defined value -- the address of X",'726,'60.59570313
'39,'Text 558,"'Dereferencing a default-initialized pointer results in undefined behavior - the program may crash, or it may not; reading the dereferenced value can result in zero, or some other random value. Undefined behavior is notoriously difficult to debug, as the behavior can be different on different machines or in different runs of the program on the same machine. Tools like Valgrind or an address sanitizer can help detect undefined behavior.",'727,'94.92187500
'39,'Text 559,"'The following is another example of default initializing pointers:",'728,'75.63476563
'39,'Table 7,"",'729,'26.58691406
'39,'Figure 13,"",'730,'39.13574219
'39,'Text 560,"'Stack",'731,'48.63281250
'39,'Text 561,"'Stack",'732,'39.33105469
'39,'Text 562,"'Stack",'733,'45.33691406
'39,'Text 563,"'Figure 8.1: Dereferencing an uninitialized pointer results in undefined behavior.",'734,'89.55078125
'39,'Text 564,"'Figure 8.1 illustrates the execution of this code. Both X and y are default initialized to indeterminate values. The code",'735,'93.26171875
'39,'Page number 36,"'34",'736,'88.62304688
'40,'Header 36,"'Programming and Data Structures, Release 0.3",'737,'60.69335938
'40,'Text 565,"'proceeds to assign the address of a into X, SO X now has a well-defined value, and it is valid to dereference X. Assigning to the object it is pointing at changes the value of that object, the one named by a. Dereferencing y, on the other hand, produces undefined behavior, since its value is a junk address. The program may crash, or it may not. It may overwrite a memory location that is in use by something else, or some location that is not in use. With undefined behavior, anything is possible.",'738,'98.97460938
'40,'Text 566,"'A null pointer is a pointer that holds an address value of OxO. No object can be located at that address, making the null value a useful value for a pointer that does not point to a valid object. In C++, the nullptr literal represents the null value, and it can be used with any pointer type:",'739,'97.11914063
'40,'Text 567,"'int *ptr1 = nullptr; double *ptr2 = nullptr; cout << (ptr1 == nullptr) << endl; // prints 1 (i.e. true)",'740,'85.30273438
'40,'Text 568,"'Dereferencing a null pointer also results in undefined behavior. However, in most implementations, doing SO will crash the program, which is generally easier to debug than other forms of undefined behavior.",'741,'96.09375000
'40,'Text 569,"'A null pointer is sometimes used to indicate the lack of a value, as in the following:",'742,'88.33007813
