'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'14,'Text 177,"'Rename these files (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI):",'298,'91.11328125
'14,'Text 178,"'Player_tests.cpp.starter -> Player_tests.cpp",'299,'91.94335938
'14,'Text 179,"'Create a new file Player.cpp . Add function stubs for the two ""vanilla"" functions in Player . hpp . Remember to #include ""Player.hpp"" . Later, you'll add new classes and member functions using derived classes, which you can ignore for now.",'300,'96.28906250
'14,'Section header 31,"'Player.cpp",'301,'56.49414063
'14,'List 21,"",'302,'47.36328125
'14,'Text 180 - Part of List 21,"'1 #include ""Player.hpp""",'303,'63.08593750
'14,'Text 181 - Part of List 21,"'2 Player * Player_factory(const std::string &name, const std::string &strategy) {",'304,'61.03515625
'14,'Text 182 - Part of List 21,"'3",'305,'81.59179688
'14,'Text 183 - Part of List 21,"'assert (false);",'306,'42.91992188
'14,'Text 184 - Part of List 21,"'4",'307,'71.63085938
'14,'Text 185 - Part of List 21,"'}",'308,'60.00976563
'14,'Text 186 - Part of List 21,"'5",'309,'77.97851563
'14,'Text 187 - Part of List 21,"'std::ostream & operator<<(std::ostream &os, const Player &p) { assert (false)",'310,'51.07421875
'14,'Text 188 - Part of List 21,"'6",'311,'68.50585938
'14,'Text 189 - Part of List 21,"'7",'312,'71.87500000
'14,'Text 190 - Part of List 21,"'8 }",'313,'79.95314026
'14,'Footer 15,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'314,'83.93554688
'14,'Page number 14,"'14/31",'315,'54.78515625
'15,'Header 31,"'9/28/24, 1:35 PM",'316,'49.02343750
'15,'Header 32,"'p3-euchre",'317,'53.22265625
'15,'Text 191,"'The Player tests should compile and run. Expect them to fail at this point because the Player contains function stubs.",'318,'99.02343750
'15,'List 22,"",'319,'93.70117188
'15,'Text 192 - Part of List 22,"'1 $ make Player_public_tests.exe",'320,'97.70507813
'15,'Text 193 - Part of List 22,"'2 ./Player_public_tests.exe",'321,'97.36328125
'15,'Text 194 - Part of List 22,"'3 $ make Player_tests.exe",'322,'97.31445313
'15,'Text 195 - Part of List 22,"'4 ./Player_tests.exe",'323,'97.36328125
'15,'Text 196,"'Configure your IDE to debug either the public tests or your own tests.",'324,'91.79687500
'15,'Table 7,"",'325,'92.28515625
'15,'Section header 32,"'Player factory",'326,'80.32226563
'15,'Text 197,"'Since the specific types of Players are hidden inside Player.cpp , we need to write a factory function that returns a pointer to a Player with the correct dynamic type. We also need the pointed-to objects to stick around after the factory function finishes, so we'll create the players using dynamically allocated memory. The prototype for Player_factory can be found in Player.hpp and the implementation will go in Player.cpp",'327,'94.38476563
'15,'Footer 16,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.html",'328,'88.81835938
'15,'Page number 15,"'15/31",'329,'45.99609375
'16,'Header 33,"'9/28/24, 1:35 PM",'330,'90.38085938
'16,'Header 34,"'p3-euchre",'331,'54.68750000
'16,'Text 198,"'Player.cpp",'332,'39.42871094
'16,'Text 199,"'1 Player * Player_factory(const std: : string &name, 2 const std::string &strategy) { 3 // We need to check the value of strategy and return 4 // the corresponding player type. 5 if (strategy == ""Simple"") { 6 // The ""new"" keyword dynamically allocates an object. 7 return new SimplePlayer (name); 8 } 9 // Repeat for each other type of Player 10 ... 11 // Invalid strategy if we get here 12 assert (false); 13 return nullptr; 14 }",'333,'33.86230469
'16,'Section header 33,"'Simple Player",'334,'52.83203125
'16,'Text 200,"'Implement the Simple Player in Player cpp by creating a class that derives from our Player abstract base class. Override each Player function in Player.cpp for the functions declared in Player.hpp .",'335,'94.77539063
'16,'Text 201,"'Much of the strategy for our Simple Player can be implemented using the comparison functions provided by the Card interface.",'336,'95.11718750
'16,'Text 202,"'The Simple Player should not print any output.",'337,'86.08398438
'16,'Text 203,"'Run the public Simple Player tests.",'338,'86.66992188
'16,'List 23,"",'339,'93.94531250
'16,'Text 204 - Part of List 23,"'1 $ make Player_public_tests.exe",'340,'97.55859375
'16,'Text 205 - Part of List 23,"'2 $ ./Player_public_tests.exe",'341,'97.41210938
'16,'Text 206,"'Write tests for the Simple Player in Player_tests.cpp using the Unit Test Framework. You'll submit these tests to the autograder. See the Unit Test Grading section.",'342,'94.58007813
'16,'List 24,"",'343,'92.62695313
'16,'Text 207 - Part of List 24,"'1 $ make Player_tests.exe",'344,'96.48437500
'16,'Text 208 - Part of List 24,"'2 $ ./Player_tests.exe",'345,'94.28710938
'16,'Text 209,"'Submit Player.cpp and Player_tests.cpp to the autograder. Don't forget to include the code you finished earlier, Card.cpp , Card_tests.cpp , and Pack.cpp",'346,'92.33398438
'16,'Section header 34,"'Making",'347,'64.06250000
'16,'Footer 17,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'348,'89.01367188
'16,'Page number 16,"'16/31",'349,'53.90625000
'17,'Header 35,"'9/28/24, 1:35 PM",'350,'86.76757813
'17,'Header 36,"'p3-euchre",'351,'53.51562500
'17,'Text 210,"'In making trump, a Simple Player considers the upcard, which player dealt, and whether it is the first or second round of making trump. A more comprehensive strategy would consider the other players' responses, but we will keep it simple.",'352,'97.99804688
'17,'Text 211,"'During round one, a Simple Player considers ordering up the suit of the upcard, which would make that suit trump. They will order up if that would mean they have two or more cards that are either face or ace cards of the trump suit (the right and left bowers, and Q, K, A of the trump suit, which is the suit proposed by the upcard). (A Simple Player does not consider whether they are the dealer and could gain an additional trump by picking up the upcard.)",'353,'97.46093750
'17,'Text 212,"'During round two, a Simple Player considers ordering up the suit with the same color as the upcard, which would make that suit trump. They will order up if that would mean they have one or more cards that are either face or ace cards of the trump suit in their hand (the right and left bowers, and Q, K, A of the order-up suit). For example, if the upcard is a Heart and the player has the King of Diamonds in their hand, they will order up Diamonds. The Simple Player will not order up any other suit. If making reaches the dealer during the second round, we invoke screw the dealer, where the dealer is forced to order up. In the case of screw the dealer, the dealer will always order up the suit with the same color as the upcard.",'354,'96.38671875
'17,'Section header 35,"'Adding the Upcard and Discarding a Card",'355,'86.37695313
'17,'Text 213,"'If the trump suit is ordered up during round one, the dealer picks up the upcard. The dealer then discards the lowest card in their hand, even if this is the upcard, for a final total of five cards. (Note that at this point, the trump suit is the suit of the upcard.)",'356,'96.72851563
'17,'Section header 36,"'Leading Tricks",'357,'90.23437500
'17,'Text 214,"'When a Simple Player leads a trick, they play the highest non-trump card in their hand. If they have only trump cards, they play the highest trump card in their hand.",'358,'96.38671875
'17,'Section header 37,"'Playing Tricks",'359,'89.25781250
'17,'Text 215,"'When playing a card, Simple Players use a simple strategy that considers only the suit that was led. A more complex strategy would also consider the cards on the table.",'360,'93.99414063
'17,'Text 216,"'If a Simple Player can follow suit, they play the highest card that follows suit. Otherwise, they play the lowest card in their hand.",'361,'91.79687500
'17,'Figure 6,"",'362,'58.88671875
'17,'List 25,"",'363,'42.62695313
'17,'Text 217 - Part of List 25,"'Pro-tip: Here's a nice way to remove a Card from a vector using vector erase",'364,'92.82226563
'17,'Text 218 - Part of List 25,"'1 vector<Card> hand; // Assume hand is full of cards",'365,'90.77148438
'17,'Text 219 - Part of List 25,"'2 hand. erase (hand. begin + i) ; // Remove card i",'366,'91.06445313
'17,'Footer 18,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'367,'84.81445313
'17,'Page number 17,"'17/31",'368,'64.89257813
'18,'Header 37,"'9/28/24, 1:35 PM",'369,'90.91796875
'18,'Header 38,"'p3-euchre",'370,'67.48046875
'18,'Title 5,"'Human Player",'371,'63.33007813
'18,'Text 220,"'The Human Player reads input from the human user. You may assume all user input is correctly formatted and has correct values. You may also assume the user will follow the rules of the game and not try to cheat. See Example With Human Players for exact output for a game with a human player.",'372,'96.92382813
'18,'Text 221,"'Implement the Human Player in Player cpp by creating a class that derives from our Player abstract base class. Override each Player function in Player.cpp for the functions declared in Player. hpp",'373,'87.59765625
'18,'Text 222,"'The tests in Player_tests.cpp and Player_public_tests.cpp test only the Simple Player. You'll have to wait until you have a working Euchre game driver to test the Human player.",'374,'91.65039063
'18,'Text 223,"'Submit Player. cpp again to the autograder. Don't forget to include the code you finished earlier, Card.cpp , Card_tests.cpp Pack.cpp, and Player_tests.cpp",'375,'92.96875000
'18,'Section header 38,"'Making Trump",'376,'89.69726563
'18,'Text 224,"'When making trump reaches a Human Player, first print the Player's hand. Then, prompt the user for their decision to pass or order up. The user will then enter one of the following: ""Spades"", ""Hearts"", ""Clubs"", ""Diamonds"", or ""pass"" to either order up the specified suit or pass. This procedure is the same for both rounds of making trump.",'377,'97.16796875
'18,'Section header 39,"'Sample output code:",'378,'59.57031250
'18,'List 26,"",'379,'83.30078125
'18,'Text 225 - Part of List 26,"'1 print_hand();",'380,'96.33789063
'18,'Text 226 - Part of List 26,"'2 cout << ""Human player "" << name << "", please enter a suit, or """"pass"""":\n"";",'381,'91.06445313
'18,'List 27,"",'382,'43.96972656
'18,'Text 227 - Part of List 27,"'i Pro-tip: Add a private member function that prints out the human player's hand.",'383,'80.02929688
'18,'Text 228 - Part of List 27,"'1 void print_hand() const {",'384,'41.40625000
'18,'Text 229 - Part of List 27,"'2 for (size_t i=0; i < hand.size(); ++i) 3 cout << ""Human player "" << name << "" Is hand: "" 4 << << ""] << hand[i << ""\n""; 5 }",'385,'55.07812500
'18,'List 28,"",'386,'33.81347656
'18,'Text 230 - Part of List 28,"'Pro-tip: Use the string_to_suit() function provided with the starter code.",'387,'72.31445313
'18,'Text 231 - Part of List 28,"'1 string decision;",'388,'79.63867188
'18,'Text 232 - Part of List 28,"'2 cin >> decision;",'389,'79.29687500
'18,'Text 233 - Part of List 28,"'3",'390,'57.08007813
'18,'Figure 7,"",'391,'32.86132813
'18,'Footer 19,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'392,'88.28125000
'18,'Page number 18,"'18/31",'393,'58.78906250
'19,'Header 39,"'9/28/24, 1:35 PM",'394,'90.72265625
'19,'Header 40,"'p3-euchre",'395,'64.06250000
'19,'Header 41,"'4 if (decision != ""pass"") {",'396,'33.44726563
'19,'Text 234,"'5 6 7 } 8 else { 9 10 }",'397,'25.48828125
'19,'Header 42,"'Suit ordered_up = string_to_suit(decision),",'398,'31.07910156
'19,'Section header 40,"'Adding the Upcard and Discarding",'399,'44.94628906
'19,'Text 235,"'If a Human Player is the dealer and someone orders up during the first round of making, the Human Player will pick up the upcard and discard a card of their choice. Print the Player's hand and an option to discard the upcard. Then, prompt the user to select a card to discard. The user will then enter the number corresponding to the card they want to discard (or -1 if they want to discard the upcard).",'400,'94.77539063
'19,'Section header 41,"'Sample output code:",'401,'38.40332031
'19,'List 29,"",'402,'69.77539063
'19,'Text 236 - Part of List 29,"'1 print_hand();",'403,'88.52539063
'19,'Text 237 - Part of List 29,"'2 cout << ""Discard upcard: [-1]\n"";",'404,'83.05664063
'19,'Text 238 - Part of List 29,"'3 cout << ""Human player "" << name <<"", please select a card to discard: \n"";",'405,'92.87109375
'19,'Figure 8,"",'406,'46.58203125
'19,'Text 239,"'i Pro-tip: Make ""sorted card ordering"" a representation invariant of your Human Player class and ensure that the hand is always kept in sorted order. For consistency with autograder test cases, the cards in a human player's hand must always be printed in ascending order, as defined by the < operator in Card.hpp",'407,'93.31054688
'19,'Text 240,"'Use the STL to sort a vector<Card> hand",'408,'65.38085938
'19,'Text 241,"'#include <algorithm> std: : sort (hand. begin(), hand.end());",'409,'60.59570313
'19,'Text 242,"'Pitfall: Using sort on a member variable in a const member function leads to a confusing error, no matching function for call to 'swap' Instead, call sort when adding a card to the hand",'410,'93.55468750
'19,'List 30,"",'411,'46.77734375
'19,'Text 243 - Part of List 30,"'1 void Human::print_hand() const {",'412,'53.32031250
'19,'Text 244 - Part of List 30,"'2 std::sort(hand.begin(), hand.end( ; // Error!",'413,'61.96289063
'19,'Text 245 - Part of List 30,"'3",'414,'53.32031250
'19,'Text 246 - Part of List 30,"'4 }",'415,'71.67968750
'19,'Footer 20,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'416,'87.93945313
'19,'Page number 19,"'19/31",'417,'60.93750000
'20,'Header 43,"'9/28/24, 1:35 PM",'418,'91.16210938
'20,'Header 44,"'p3-euchre",'419,'43.31054688
'20,'Section header 42,"'Playing and Leading Tricks",'420,'48.43750000
'20,'Text 247,"'When it is the Human Player's turn to lead or play a trick, first print the Player's hand. Then, prompt the user to select a card. The user will then enter the number corresponding to the card they want to play.",'421,'97.07031250
'20,'Text 248,"'Sample output code:",'422,'70.65429688
'20,'List 31,"",'423,'86.37695313
'20,'Text 249 - Part of List 31,"'1 print_hand();",'424,'88.42773438
'20,'Text 250 - Part of List 31,"'2 cout << ""Human player "" << name <<"", please select a card: \n"";",'425,'74.02343750
'20,'Section header 43,"'Euchre Game",'426,'77.73437500
'20,'Text 251,"'Write the Euchre Game in euchre. cpp following the EECS 280 Euchre Rules.",'427,'95.36132813
'20,'Text 252,"'Run a Euchre game with four players.",'428,'84.76562500
'20,'List 32,"",'429,'92.08984375
'20,'Text 253 - Part of List 32,"'1 $ make euchre.exe",'430,'93.75000000
'20,'Text 254 - Part of List 32,"'2 $ ./euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'431,'94.48242188
'20,'Section header 44,"'Setup",'432,'85.93750000
'20,'Text 255,"'Make sure you have created euchre.cpp (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI).",'433,'95.80078125
'20,'Text 256,"'Add ""hello world"" code if you haven't already.",'434,'82.51953125
'20,'List 33,"",'435,'27.31933594
'20,'Text 257 - Part of List 33,"'1 #include <iostream> 2 using namespace std;",'436,'29.49218750
'20,'Text 258 - Part of List 33,"'int main() {",'437,'35.40039063
'20,'Text 259 - Part of List 33,"'5 cout << ""Hello World!\n""; 6 }",'438,'28.49121094
'20,'Text 260 - Part of List 33,"'3",'439,'47.75390625
'20,'Text 261 - Part of List 33,"'4",'440,'38.08593750
'20,'Text 262,"'The euchre program should compile and run.",'441,'73.33984375
'20,'List 34,"",'442,'80.81054688
'20,'Text 263 - Part of List 34,"'1 $ make euchre.exe",'443,'83.10546875
'20,'Text 264 - Part of List 34,"'2 $ ./euchre.exe",'444,'80.37109375
'20,'Text 265 - Part of List 34,"'3 Hello World!",'445,'87.15820313
'20,'Text 266,"'Configure your IDE to debug the euchre program.",'446,'81.64062500
'20,'Footer 21,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'447,'91.50390625
'20,'Page number 20,"'20/31",'448,'65.33203125
'21,'Header 45,"'9/28/24, 1:35 PM",'449,'67.13867188
'21,'Header 46,"'p3-euchre",'450,'39.59960938
'21,'Table 8,"",'451,'97.11914063
'21,'Text 267,"'Configure command line arguments (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio). We recommend starting with the euchre test 00: pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'452,'92.82226563
'21,'Text 268,"'To compile and run a Euchre game with four players.",'453,'88.33007813
'21,'List 35,"",'454,'91.30859375
'21,'Text 269 - Part of List 35,"'1 $ make euchre.exe",'455,'93.79882813
'21,'Text 270 - Part of List 35,"'2 $ ./euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'456,'96.04492188
'21,'Section header 45,"'Interface",'457,'88.08593750
'21,'Text 271,"'The Euchre game driver takes several command line arguments, for example:",'458,'95.65429688
'21,'Text 272,"'$ ./euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'459,'88.28125000
'21,'Text 273,"'Here's a short description of each command line argument.",'460,'90.03906250
'21,'Table 9,"",'461,'52.05078125
'21,'Footer 22,"'le:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'462,'78.61328125
'21,'Page number 21,"'21/31",'463,'66.65039063
'22,'Header 47,"'9/28/24, 1:35 PM",'464,'80.37109375
'22,'Header 48,"'p3-euchre",'465,'65.38085938
'22,'Table 10,"",'466,'97.46093750
'22,'Text 274,"'Check for each of these errors:",'467,'74.70703125
'22,'List 36,"",'468,'95.65429688
'22,'Text 275 - Part of List 36,"'There are exactly 12 arguments, including the executable name.",'469,'98.09570313
'22,'Text 276 - Part of List 36,"'Points to win the game is between 1 and 100, inclusive.",'470,'98.04687500
'22,'Text 277 - Part of List 36,"'The shuffle argument is either shuffle or noshuffle",'471,'98.09570313
'22,'Text 278 - Part of List 36,"'The types of each of the players are either Simple or Human",'472,'98.24218750
'22,'Text 279,"'If there is an error print this message and no other output. Exit returning a non-zero value from main",'473,'96.43554688
'22,'List 37,"",'474,'91.01562500
'22,'Text 280 - Part of List 37,"'1 cout << ""Usage: euchre. exe PACK_FILENAME [shuffle|noshuffle] """,'475,'97.16796875
'22,'Text 281 - Part of List 37,"'2 << ""POINTS_TO_WIN NAME1 TYPE1 NAME2 TYPE2 NAME3 TYPE3",'476,'97.21679688
'22,'Text 282 - Part of List 37,"'""",'477,'73.08489990
'22,'Text 283 - Part of List 37,"'3 << ""NAME4 TYPE4"" << endl;",'478,'95.99609375
'22,'Text 284,"'You must also verify the pack input file opens successfully. If it does not, print this error message and exit returning a non-zero value from main",'479,'96.09375000
'22,'Text 285,"'// Assume pack_filename is a variable containing // the specified pack filename from argv cout << ""Error opening "" << pack_filename << endl;",'480,'92.43164063
'22,'Text 286,"'If the file opens successfully, you may assume it is formatted correctly.",'481,'92.67578125
'22,'Section header 46,"'Design",'482,'71.63085938
'22,'Text 287,"'The Euchre game driver coordinates all the actions in the game. Take some time to design this complex piece of code before beginning.",'483,'93.84765625
'22,'Text 288,"'We recommend writing a Game ADT. It should have a constructor that takes in details like the players, points to win, etc. and a public play ( ) function. The Game and its helper functions do the",'484,'90.18554688
'22,'Footer 23,"'ile:///home/runner/work/p3-euchre/p3-euchre/_site/index.html",'485,'76.36718750
'22,'Footer 24,"'22/31",'486,'44.94628906
'23,'Header 49,"'9/28/24, 1:35 PM",'487,'59.61914063
'23,'Header 50,"'p3-euchre",'488,'50.00000000
'23,'Title 6,"'hard work, and the main() function is simple.",'489,'37.93945313
'23,'Table 11,"",'490,'30.61523438
'23,'Text 289,"'Next, consider which member data you'll need. Examples include player pointers, pack of cards, etc.",'491,'76.61132813
'23,'Figure 9,"",'492,'39.42871094
'23,'Text 290,"'Which helper functions would help simplify the play ( ) function? Add these as private member functions. Functions that shuffle, deal, make trump, and play a hand are a good starting point.",'493,'90.86914063
'23,'Table 12,"",'494,'52.73437500
'23,'Page number 22,"'23/31",'495,'58.69140625
'23,'Footer 25,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.html)",'496,'68.50585938
'24,'Header 51,"'9/28/24, 1:35 PM",'497,'80.66406250
'24,'Header 52,"'16 };",'498,'30.02929688
'24,'Header 53,"'p3-euchre",'499,'54.00390625
'24,'Section header 47,"'End of game",'500,'63.18359375
'24,'Text 291,"'At the end of a game, delete the Player objects created by the Player_factory . .",'501,'92.43164063
'24,'List 38,"",'502,'45.89843750
'24,'Text 292 - Part of List 38,"'1 for ( (size_t = i V players. .size(); ++i) {",'503,'88.18359375
'24,'Text 293 - Part of List 38,"'2 delete players[i];",'504,'53.80859375
'24,'Text 294 - Part of List 38,"'3 }",'505,'41.01562500
'24,'Section header 48,"'Example With Simple Players",'506,'81.00585938
'24,'Text 295,"'We've provided full example output for a game with four simple players in euchre_test00.out.correct . This section explains the output line by line.",'507,'90.47851563
'24,'Text 296,"'As a reminder, all the output in this example is produced by the Euchre Game driver, not by the simple player code in Player.cpp",'508,'87.35351563
'24,'Figure 10,"",'509,'45.60546875
'24,'List 39,"",'510,'63.86718750
'24,'Text 297 - Part of List 39,"'i Pro-tip: Debug differences in game output using diff -y -B , which shows differences side-by-side and ignores whitespace. We'll use the less pager so we can scroll through the long terminal output. Press q to quit.",'511,'93.21289063
'24,'Text 298 - Part of List 39,"'1 $ make euchre.exe",'512,'88.18359375
'24,'Text 299 - Part of List 39,"'2 $ ./euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple > euchre_test00.out",'513,'93.65234375
'24,'Text 300 - Part of List 39,"'3 $ diff -y -B euchre_test00.out.correct euchre_test00.ou I less # to quit",'514,'90.18554688
'24,'Text 301,"'Run the example.",'515,'43.96972656
'24,'List 40,"",'516,'78.66210938
'24,'Text 302 - Part of List 40,"'1 $ make euchre.exe",'517,'78.41796875
'24,'Text 303 - Part of List 40,"'2 $ /euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'518,'86.71875000
'24,'Text 304,"'First, print the executable and all arguments on the first line. Print a single space at the end, which makes it easier to print an array.",'519,'89.25781250
'24,'Text 305,"'/euchre.exe pack. in noshuffle 1 Adi Simple Barbara Simple Chi-Chih Simple Dabbala Simple",'520,'62.89062500
'24,'Text 306,"'At the beginning of each hand, announce the hand, starting at zero, followed by the dealer and the upcard.",'521,'66.79687500
'24,'Footer 26,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'522,'87.30468750
'24,'Footer 27,"'24/31",'523,'41.57714844
'25,'Header 54,"'9/28/24, 1:35 PM",'524,'94.62890625
'25,'Title 7,"'p3-euchre",'525,'36.93847656
'25,'Text 307,"'Hand O Adi deals Jack of Diamonds turned up",'526,'54.78515625
'25,'Text 308,"'Print the decision of each player during the making procedure. Print an extra newline when making, adding, and discarding is complete.",'527,'95.65429688
'25,'Text 309,"'Barbara passes Chi-Chih passes Dabbala passes Adi passes Barbara orders up Hearts",'528,'93.06640625
'25,'Text 310,"'Each of the five tricks is announced, including the lead, cards played and the player that took the trick. Print an extra newline at the end of each trick.",'529,'95.31250000
'25,'Text 311,"'Jack of Spades led by Barbara King of Spades played by Chi-Chih Ace of Spades played by Dabbala Nine of Diamonds played by Adi Dabbala takes the trick",'530,'95.89843750
'25,'Text 312,"'At the end of the hand, print the winners of the hand. When printing the names of a partnership, print the player with the lower index first. For example, Adi was specified on the command line before Chi-Chih, so he goes first.",'531,'96.53320313
'25,'Text 313,"'Adi and Chi - -Chih win the hand",'532,'92.57812500
'25,'Text 314,"'If a march occurs, print march! followed by a newline. If euchre occurs, print euchred! followed by a newline. If neither occurs, print nothing.",'533,'96.33789063
'25,'Text 315,"'euchred!",'534,'91.35742188
'25,'Text 316,"'Print the score, followed by an extra newline.",'535,'95.16601563
'25,'Text 317,"'Adi and Chi-Chih have 2 points Barbara and Dabbala have O points",'536,'93.99414063
'25,'Footer 28,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'537,'88.52539063
'25,'Page number 23,"'25/31",'538,'75.29296875
'26,'Header 55,"'9/28/24, 1:35 PM",'539,'65.03906250
'26,'Header 56,"'p3-euchre",'540,'68.35937500
'26,'Text 318,"'When the game is over, print the winners of the game.",'541,'41.30859375
'26,'Text 319,"'Adi and Chi-Chih win!",'542,'40.40527344
'26,'Text 320,"'The output for a much longer game with four simple players is in euchre_test01.out.correct See the Euchre Test 01 Explanation for an explanation of the output.",'543,'77.58789063
'26,'Section header 49,"'Example With Human Players",'544,'44.84863281
'26,'Text 321,"'We've provided full example output for a game with four human players in euchre_test50.out.correct The input is in euchre_test50.in This section explains the output line by line.",'545,'94.33593750
'26,'Text 322,"'Output that is specific to the Human Player should be printed by the Human Player code in ( Player.cpp ). All other output that is common to both Simple and Human Players should be printed by the Euchre Game driver.",'546,'92.82226563
'26,'Text 323,"'Set up input redirection (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio) to read euchre_test50.in .",'547,'91.55273438
'26,'Text 324,"'Configure command line arguments (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio) for euchre test 50: noshuffle 3 Ivan Human Judea Human Kunle Human Liskov Human",'548,'93.94531250
'26,'Figure 11,"",'549,'44.36035156
'26,'List 41,"",'550,'40.35644531
'26,'Text 325 - Part of List 41,"'i Pro-tip: Similar to the simple player, you can debug differences in game output using diff -y -B Press q to quit.",'551,'89.89257813
'26,'Text 326 - Part of List 41,"'1 $ make euchre.exe",'552,'92.82226563
'26,'Text 327 - Part of List 41,"'2 $ ./euchre.exe pack. in noshuffle 3 Ivan Human Judea Human Kunle Human Liskov Human < euchre_test50.in > euchre_test50.out",'553,'94.62890625
'26,'Text 328 - Part of List 41,"'3 $ diff -y -B euchre_test50.out.correct euchre_test50.out less # q to quit",'554,'91.89453125
'26,'Figure 12,"",'555,'26.36718750
'26,'Text 329,"'Run the example, redirecting the input file euchre_test50.in to stdin.",'556,'91.16210938
'26,'List 42,"",'557,'64.59960938
'26,'Text 330 - Part of List 42,"'1 $ make euchre.exe",'558,'85.59570313
'26,'Text 331 - Part of List 42,"'2 $ ./euchre.exe pack. in noshuffle 3 Ivan Human Judea Human Kunle Human Liskov Human < euchre_test50.in",'559,'89.30664063
'26,'Text 332,"'First, print the executable and all arguments on the first line. Print a single space at the end, which makes it easier to print an array.",'560,'90.96679688
'26,'Footer 29,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'561,'88.28125000
'26,'Footer 30,"'26/31",'562,'41.40625000
'27,'Header 57,"'9/28/24, 1:35 PM",'563,'92.04101563
'27,'Header 58,"'p3-euchre",'564,'56.20117188
'27,'Text 333,"'./euchre.exe pack. in noshuffle 3 Ivan Human Judea Human Kunle Human Liskov Human",'565,'55.46875000
'27,'Text 334,"'At the beginning of each hand, announce the hand, starting at zero, followed by the dealer and the upcard.",'566,'93.99414063
'27,'Text 335,"'Hand 0 Ivan deals Jack of Diamonds turned up",'567,'91.79687500
'27,'Text 336,"'Print the hand of each player during the making procedure, followed by a prompt for their making decision. End the prompt with a newline immediately after the colon.",'568,'94.82421875
'27,'Text 337,"'Human player Judea's hand: [ ] ] Nine of Spades Human player Judea's hand: [1] Ten of Spades Human player Judea's hand: [2] Jack of Spades Human player Judea's hand: [3] King of Hearts Human player Judea's hand: [4] Ace of Hearts Human player Judea, please enter a suit, or ""pass"":",'569,'93.79882813
'27,'Text 338,"'Print the decision of each player during the making procedure.",'570,'95.50781250
'27,'Text 339,"'Judea passes Judea orders up Hearts",'571,'93.79882813
'27,'Text 340,"'Print the dealer's hand if a player orders up during the first round, as well as an option to discard the upcard. Prompt the dealer to select a card to discard, ending the prompt with a newline immediately after the colon. Print an extra newline when making, adding, and discarding is done.",'572,'97.31445313
'27,'Text 341,"'Human player Ivan's hand: [0] Nine of Diamonds Human player Ivan's hand: [4] Ace of Clubs Discard upcard: [-1] Human player Ivan, please select a card to discard:",'573,'92.91992188
'27,'Text 342,"'For each trick, print the Human Player's hand and prompt them to select a card.",'574,'91.74804688
'27,'Text 343,"'Human player Judea's hand: [ 0] Nine of Spades",'575,'91.65039063
'27,'Footer 31,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'576,'87.54882813
'27,'Page number 24,"'27/31",'577,'77.68554688
'28,'Header 59,"'9/28/24, 1:35 PM",'578,'76.95312500
'28,'Header 60,"'p3-euchre",'579,'62.45117188
'28,'Text 344,"'Human player Judea's hand: [4] Ace of Hearts Human player Judea, please select a card:",'580,'64.40429688
'28,'Text 345,"'Then print the card played or lead.",'581,'74.07226563
'28,'Text 346,"'Nine of Spades led by Judea",'582,'92.33398438
'28,'Text 347,"'At the end of each trick, print the player who took the trick as well as an extra newline.",'583,'95.84960938
'28,'Text 348,"'Liskov takes the trick",'584,'92.62695313
'28,'Text 349,"'At the end of the hand, print the winners of the hand. When printing the names of a partnership, print the player with the lower index first. For example, Ivan was specified on the command line before Kunle, so he goes first.",'585,'96.53320313
'28,'Text 350,"'Ivan and Kunle win the hand",'586,'94.28710938
'28,'Text 351,"'If a march occurs, print march! followed by a newline. If euchre occurs, print euchred! followed by a newline. If neither occurs, print nothing.",'587,'95.89843750
'28,'Text 352,"'euchred!",'588,'91.25976563
