'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'15,'Text 173 - Part of List 11,"'3. Another file called the codebook describes the variables. It can be accessed here: https://stacks.stanford.edu/file/druid:ns183dp7831/HCMST_codebook_3_04.pdf",'287,'96.28906250
'15,'Section header 28,"'Overview",'288,'84.27734375
'15,'Text 174,"'Complete the code in two_sample.cpp to implement the two-sample analysis program. The starter code handles several tasks for you, including reading command-line arguments, reading data from an input file, and the high-level structure of the two-sample analysis. You should spend some time reading through the file to familiarize yourself with the provided code.",'289,'95.70312500
'15,'Text 175,"'You will need to implement the following functions in two_sample.cpp",'290,'87.45117188
'15,'List 12,"",'291,'92.67578125
'15,'Text 176 - Part of List 12,"'print_descriptive_stats() : Prints descriptive statistics for a given data set.",'292,'96.87500000
'15,'Text 177 - Part of List 12,"'mean_diff_sampling_distribution() : Returns an approximation of the sampling distribution of the difference in means between two groups, computed using bootstrap resampling.",'293,'95.94726563
'15,'Text 178 - Part of List 12,"'confidence_interval() : Returns a confidence interval for a given data set and interval width.",'294,'95.80078125
'15,'Text 179,"'Note the provided file contains // TODO comments and assert (false) ; placeholders for each function you need to implement. You should remove these as you complete each function. We have also provided // HINT comments with specific guidance.",'295,'95.41015625
'15,'Section header 29,"'Program Walkthrough",'296,'91.84570313
'15,'Text 180,"'Let's walk through complete example of the two-sample analysis program. First, we'll compile and run the program at the command line.",'297,'96.19140625
'15,'List 13,"",'298,'82.37304688
'15,'Text 181 - Part of List 13,"'1 $ make two_sample.exe",'299,'97.31445313
'15,'Text 182 - Part of List 13,"'2 $ ./two_sample.exe",'300,'96.28906250
'15,'Text 183,"'Next, let's walk through the program and its output, step-by-step.",'301,'94.18945313
'15,'Figure 16,"",'302,'50.58593750
'15,'Text 184,"'i Pro-tip: Note the spacing and formatting of the output in the example below. Your program should match this format exactly.",'303,'92.23632813
'15,'Text 185,"'The program starts in main() Since no command-line arguments are provided, the program defaults to using cats. CSV for the filename, food for the filter column, 1/2 for the A/B criteria, and weight for the data column. These are passed into the two_sample_analysis() function.",'304,'90.96679688
'15,'Footer 16,"'file:///home/runner/work/pl-stats/p1-stats/_site/index.html",'305,'86.18164063
'15,'Page number 15,"'15/19",'306,'68.01757813
'16,'Header 29,"'9/3/24, 8:53 PM",'307,'58.59375000
'16,'Header 30,"'pl-stats",'308,'49.80468750
'16,'Text 186,"'The two_sample_analysis() function calls extract_columns ( ) to read from the input file, which prints an informational message.",'309,'95.75195313
'16,'Text 187,"'reading column food from cats.csv reading column weight from cats.csv",'310,'86.81640625
'16,'Text 188,"'It then filters into groups A and B. It prints a header for group A, calls your print_descriptive_stats() function on group A, and prints an extra blank line. Then it does the same for group B.",'311,'85.40039063
'16,'Table 5,"",'312,'29.83398438
'16,'Text 189,"'It then computes a 95% confidence interval for the difference in means between groups A and B by calling your mean_diff_sampling_distribution() and confidence_interval() functions. Then it prints a header and the confidence interval.",'313,'97.26562500
'16,'Text 190,"'Confidence interval for mean (weight | A) - mean (weight B) :",'314,'39.69726563
'16,'Footer 17,"'file:///home/runner/work/pl-stats/pl-stats/_site/index.html",'315,'82.66601563
'16,'Page number 16,"'16/19",'316,'77.68554688
'17,'Header 31,"'9/3/24, 8:53 PM",'317,'43.96972656
'17,'Header 32,"'p1-stats",'318,'41.21093750
'17,'Text 191,"'95% [-0.28, 1.2005]",'319,'26.90429688
'17,'Section header 30,"'Testing",'320,'72.85156250
'17,'Text 192,"'Ensure you've saved all files and compiled your most recent code.",'321,'95.89843750
'17,'Text 193,"'$ make two_sample.exe",'322,'81.44531250
'17,'Text 194,"'Run the program (which defaults to using the cats. sample data set) and save the output to a file with output redirection.",'323,'94.33593750
'17,'Text 195,"'$ ./two_sample.exe >cats.out",'324,'50.39062500
'17,'Text 196,"'Compare saved output ( cats. out ) with the instructor-provided correct output ( cats.out.correct If the diff command finishes with no output, that means the files are identical.",'325,'95.36132813
'17,'Text 197,"'$ diff cats. out cats.out.correct",'326,'81.44531250
'17,'Text 198,"'You may also open cats.out in your editor for manual inspection or use the cat command to print it at the terminal. (Note that it's simply a coincidence the command is also called cat .)",'327,'94.23828125
'17,'Text 199,"'You can also use the Makefile to run all tests.",'328,'75.29296875
'17,'Figure 17,"",'329,'27.58789063
'17,'Text 200,"'$ make test",'330,'65.67382813
'17,'Section header 31,"'Debugging",'331,'90.33203125
'17,'Text 201,"'Use your IDE's visual debugger to track down issues in your implementation of two_sample.cpp",'332,'93.11523438
'17,'Text 202,"'For example, if your printed descriptive statistics don't match, you might set a breakpoint shortly before the first mismatched line. Or, if the confidence interval is computed incorrectly, you can strategically set a breakpoint in-between various steps of the algorithm to check at which point something goes wrong.",'333,'95.11718750
'17,'Text 203,"'Here's a reminder of how to configure the debugger to launch the two-sample analysis program:",'334,'88.18359375
'17,'Table 6,"",'335,'48.14453125
'17,'Footer 18,"'file:///home/runner/work/pl-stats/p1-stats/_site/index.html)",'336,'87.45117188
'17,'Page number 17,"'17/19",'337,'75.48828125
'18,'Header 33,"'9/3/24, 8:53 PM",'338,'80.61523438
'18,'Header 34,"'pl-stats",'339,'61.96289063
'18,'Table 7,"",'340,'95.11718750
'18,'Text 204,"'If you choose to run the program with custom command-line arguments, you'll need to configure them in your visual debugger (VS Code (macOS), VS Code (Windows), Xcode, Visual Studio). For example, for the HCMST example in the project introduction, you would use the following arguments: HCMST_ver_3.04.tsv q24_met_online 1 O ppage",'341,'96.38671875
'18,'Section header 32,"'Submission and Grading",'342,'88.33007813
'18,'Text 205,"'Submit stats.cpp stats_tests.cpp and two_sample.cpp to the autograder using this direct autograder link: https://autograder.io/web/project/2673.",'343,'93.11523438
'18,'Text 206,"'We will grade your code on functional correctness and the presence of test cases.",'344,'84.86328125
'18,'Section header 33,"'Testing",'345,'84.03320313
'18,'Text 207,"'Run all the public tests locally, including the public stats tests, your stats unit tests, and the two- sample analysis on the cats data set.",'346,'95.41015625
'18,'Text 208,"'$ make test",'347,'49.02343750
'18,'Section header 34,"'Requirements and Restrictions",'348,'50.39062500
'18,'Footer 19,"'file:///home/runner/work/pl-stats/p1-stats/_site/index.html",'349,'83.00781250
'18,'Page number 18,"'18/19",'350,'46.48437500
'19,'Header 35,"'9/3/24, 8:53 PM",'351,'66.79687500
'19,'Header 36,"'pl-stats",'352,'53.61328125
'19,'Text 209,"'Use only the provided bootstrap_resample( ) function declared in p1_library. . hpp to perform resampling with replacement and ensure you pass in the current 0-indexed iteration number - this is necessary to ensure consistent pseudorandom number generation for autograding purposes.",'353,'85.40039063
'19,'Section header 35,"'Acknowledgments",'354,'48.53515625
'19,'Text 210,"'The original project was written by Andrew DeOrio, Spring 2015. It was revised in Fall 2024 by James Juett and Amir Kamil.",'355,'90.86914063
'19,'Text 211,"'This project is based on research work by Rosenfeld, Michael J., Reuben J. Thomas, and Maja Falcon. 2015. How Couples Meet and Stay Together, Waves 1, 2, and 3: Public version 3.04, plus wave 4 supplement version 1.02 and wave 5 supplement version 1.0 [Computer files]. Stanford, CA: Stanford University Libraries.",'356,'92.43164063
'19,'Text 212,"'This document is licensed under a Creative Commons Attribution-NonCommercial 4.0 License. You're free to copy and share this document, but not to sell it. You may not share source code provided with this document.",'357,'88.13476563
'19,'Footer 20,"'file:///home/runner/work/p1-stats/pl-stats/_site/index.htm",'358,'92.82226563
'19,'Page number 19,"'19/19",'359,'83.34960938
